model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.11,4.06,pi4,0.09,0.8952741809507622,0.9604053462737243,0.13,0.64,rbf,1,False,0.1327899992465973
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.12,4.28,pi2,0.03,0.9346190969900117,0.9890988490788277,0.13,0.92,rbf,1,False,0.1327899992465973
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.99,0.1,31.14,pi4,0.06,0.9233912402244895,0.9233187402175477,0.13,0.64,linear,1,False,0.1327899992465973
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.92,0.68,36.0,pi2,0.06,0.9842252660628266,0.9872883553922962,0.13,0.92,linear,1,False,0.1327899992465973
pi2,"SVR(C=10, epsilon=2)",0.27,0.04,3.05,pi4,0.13,0.14396921733799883,0.5000494671782412,0.2,0.44,rbf,2,False,0.2155807614326477
pi4,"SVR(C=10, epsilon=2)",0.5,0.09,3.74,pi2,1.15,-0.6467569060844864,0.27200058233576874,0.2,0.8,rbf,2,False,0.2155807614326477
pi3,"SVR(C=1, epsilon=2)",0.58,0.06,3.63,pi5,1.39,-0.8070824502781822,0.88046678986636,0.22,1.0,rbf,2,False,0.2155807614326477
pi5,SVR(),0.88,0.1,2.16,pi3,1.04,-0.15511843055678853,0.5847643440125909,0.22,0.47,rbf,2,False,0.2155807614326477
pi2,"SVR(C=10, epsilon=1, kernel='linear')",0.22,0.11,5.76,pi4,0.37,-0.14946135935974403,0.05333299622771537,0.2,0.44,linear,2,False,0.2155807614326477
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.05,0.06,4.51,pi2,0.14,0.1940878680855732,0.2246270884894469,0.2,0.8,linear,2,False,0.2155807614326477
pi3,"SVR(C=10, epsilon=2, kernel='linear')",0.42,0.17,5.82,pi5,0.16,0.5826898508946796,0.7443014212454298,0.22,1.0,linear,2,False,0.2155807614326477
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.74,0.06,4.44,pi3,0.42,0.32500822362721316,0.41989318944580933,0.22,0.47,linear,2,False,0.2155807614326477
pi2,SVR(),0.94,0.05,1.17,pi4,2.47,-1.5279300650683325,0.9870524449546495,0.31,0.35,rbf,3,False,0.320418119430542
pi4,SVR(C=10),0.99,0.04,1.19,pi2,0.57,0.41830686639734993,0.9443960906395662,0.31,0.45,rbf,3,False,0.320418119430542
pi2,SVR(kernel='linear'),0.94,0.04,1.3,pi4,0.03,0.9169581125550241,0.9856955489226353,0.31,0.35,linear,3,False,0.320418119430542
pi4,SVR(kernel='linear'),0.99,0.06,2.81,pi2,0.06,0.9212489368044349,0.944400521373312,0.31,0.45,linear,3,False,0.320418119430542
