model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.22,3.77,pi4,0.1,0.8925975026964298,0.9519547899272287,0.14,0.69,rbf,1,False,0.13504019379615784
pi4,"SVR(C=10, epsilon=0.5)",0.95,0.13,4.55,pi2,0.01,0.9424895374878702,0.9898750786101977,0.14,0.91,rbf,1,False,0.13504019379615784
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.99,2.06,29.53,pi4,0.07,0.9142175576441717,0.9119711187378935,0.14,0.69,linear,1,False,0.13504019379615784
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.91,0.93,30.66,pi2,0.07,0.9817215758791612,0.9883567793627465,0.14,0.91,linear,1,False,0.13504019379615784
pi2,SVR(),0.81,0.14,2.41,pi4,0.53,0.27098293126659523,0.5260892379224285,0.23,0.29,rbf,2,False,0.23409730195999146
pi4,"SVR(C=10, epsilon=1)",0.53,0.09,3.64,pi2,8.54,-8.01298616722218,0.8050941628911527,0.23,0.83,rbf,2,False,0.23409730195999146
pi2,"SVR(C=1, epsilon=1, kernel='linear')",0.76,0.03,3.92,pi4,0.81,-0.0460244280050679,0.07588286156226087,0.23,0.29,linear,2,False,0.23409730195999146
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.08,0.06,5.56,pi2,0.53,0.6063214647474195,0.76203391028823,0.23,0.83,linear,2,False,0.23409730195999146
pi2,SVR(),0.93,0.09,1.58,pi4,2.38,-1.4511270127924636,0.9873995446929988,0.33,0.36,rbf,3,False,0.33413955569267273
pi4,SVR(C=10),0.99,0.06,1.54,pi2,0.65,0.3365332507134833,0.9319619984359573,0.33,0.42,rbf,3,False,0.33413955569267273
pi2,"SVR(C=0.01, kernel='linear')",0.93,0.02,1.35,pi4,0.0,0.9315747526748551,0.9847512665486944,0.33,0.36,linear,3,False,0.33413955569267273
pi4,SVR(kernel='linear'),0.98,0.06,3.75,pi2,0.08,0.9057806714072294,0.9341653438498088,0.33,0.42,linear,3,False,0.33413955569267273
