model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.13,4.0,pi4,0.12,0.8711374733260062,0.9557091518729167,0.13,0.69,rbf,1,False,0.13195118308067322
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.15,4.42,pi2,0.03,0.9257921060760689,0.9906739752982189,0.13,0.88,rbf,1,False,0.13195118308067322
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.99,2.67,33.12,pi4,0.08,0.9066888083893564,0.9052302085887136,0.13,0.69,linear,1,False,0.13195118308067322
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.91,0.04,30.1,pi2,0.07,0.9781476656595492,0.986651164828143,0.13,0.88,linear,1,False,0.13195118308067322
pi2,"SVR(C=10, epsilon=5)",0.32,0.02,2.95,pi4,0.45,-0.12497649343114037,0.5577347302610915,0.22,0.31,rbf,2,False,0.24388021230697632
pi4,"SVR(C=10, epsilon=1)",0.56,0.07,4.35,pi2,1.17,-0.6125713298871966,0.3208121310804859,0.22,0.78,rbf,2,False,0.24388021230697632
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.2,0.02,5.14,pi4,0.23,-0.022364348411531232,0.05783025047185664,0.22,0.31,linear,2,False,0.24388021230697632
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.06,0.29,5.17,pi2,0.1,0.16111415613868263,0.2043124563393992,0.22,0.78,linear,2,False,0.24388021230697632
pi2,SVR(C=10),0.94,0.04,1.09,pi4,2.6,-1.6589544792460797,0.9867860365071043,0.31,0.34,rbf,3,False,0.3284374475479126
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.03,1.27,pi2,0.23,0.7607384098879446,0.9395841519834824,0.31,0.45,rbf,3,False,0.3284374475479126
pi2,"SVR(C=0.01, kernel='linear')",0.94,0.02,1.34,pi4,0.01,0.9351824400720199,0.9841268321412353,0.31,0.34,linear,3,False,0.3284374475479126
pi4,SVR(kernel='linear'),0.98,0.06,3.2,pi2,0.08,0.9085077034224337,0.940756776757104,0.31,0.45,linear,3,False,0.3284374475479126
