model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.25,4.13,pi4,0.1,0.8898858270556784,0.9615635986321118,0.13,0.66,rbf,1,False,0.12987446784973145
pi4,SVR(C=10),0.96,0.18,4.45,pi2,0.02,0.9446021575813036,0.9893707240178922,0.13,0.91,rbf,1,False,0.12987446784973145
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.99,0.33,23.23,pi4,0.06,0.9237887874789684,0.9293869105167899,0.13,0.66,linear,1,False,0.12987446784973145
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.93,0.03,31.4,pi2,0.05,0.974534074474137,0.9862485961664338,0.13,0.91,linear,1,False,0.12987446784973145
pi2,"SVR(C=10, epsilon=2)",0.26,0.03,3.01,pi4,0.14,0.11923914749795417,0.5793911418206554,0.21,0.3,rbf,2,False,0.20714247226715088
pi4,"SVR(C=10, epsilon=2)",0.58,0.06,3.17,pi2,0.74,-0.16545943519863582,0.25697440750977374,0.21,0.8,rbf,2,False,0.20714247226715088
pi3,"SVR(C=10, epsilon=2)",0.61,0.07,3.75,pi5,2.33,-1.7253258090376353,0.8975495066358683,0.21,1.0,rbf,2,False,0.20714247226715088
pi5,SVR(C=10),0.9,0.15,2.16,pi3,1.02,-0.12731547088151118,0.6065121808617814,0.21,0.47,rbf,2,False,0.20714247226715088
pi2,"SVR(C=10, epsilon=1, kernel='linear')",0.2,0.07,5.45,pi4,0.41,-0.20173712970180202,0.08473269773245662,0.21,0.3,linear,2,False,0.20714247226715088
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.08,0.05,4.0,pi2,0.09,0.17807022158603725,0.20340273295752442,0.21,0.8,linear,2,False,0.20714247226715088
pi3,SVR(kernel='linear'),0.41,0.13,5.74,pi5,0.21,0.6243382108232862,0.7886030232854827,0.21,1.0,linear,2,False,0.20714247226715088
pi5,"SVR(C=1, epsilon=1, kernel='linear')",0.79,0.03,3.83,pi3,0.6,0.18665377074018097,0.4111141670373598,0.21,0.47,linear,2,False,0.20714247226715088
pi2,SVR(),0.94,0.07,1.09,pi4,2.76,-1.8123905837545418,0.9869827332667404,0.33,0.31,rbf,3,False,0.3346647024154663
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.02,1.25,pi2,0.87,0.1147130028471538,0.9434734605896633,0.33,0.44,rbf,3,False,0.3346647024154663
pi2,SVR(kernel='linear'),0.94,0.03,1.51,pi4,0.01,0.9383476106541203,0.9859298758480312,0.33,0.31,linear,3,False,0.3346647024154663
pi4,SVR(kernel='linear'),0.99,0.09,4.19,pi2,0.06,0.9304626488759183,0.9437721961752372,0.33,0.44,linear,3,False,0.3346647024154663
