model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.21,3.71,pi4,0.1,0.8923571544340301,0.957014912238803,0.17,0.58,rbf,1,False,0.18141326308250427
pi4,"SVR(C=10, epsilon=1)",0.96,0.09,4.84,pi2,0.03,0.9231577724576361,0.9918324096416368,0.17,0.92,rbf,1,False,0.18141326308250427
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.99,1.77,23.74,pi4,0.08,0.9137705972805081,0.9128001614246328,0.17,0.58,linear,1,False,0.18141326308250427
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.91,0.03,40.9,pi2,0.07,0.981121345298958,0.9897835900678124,0.17,0.92,linear,1,False,0.18141326308250427
pi2,"SVR(C=10, epsilon=2)",0.3,0.03,3.14,pi4,0.14,0.161484237262441,0.49738336742188205,0.22,0.32,rbf,2,False,0.23765861988067627
pi4,"SVR(C=10, epsilon=1)",0.5,0.08,3.8,pi2,1.19,-0.696817256861676,0.3047885089243322,0.22,0.78,rbf,2,False,0.23765861988067627
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.21,0.03,5.28,pi4,0.25,-0.040486272341181406,0.06035380438792326,0.22,0.32,linear,2,False,0.23765861988067627
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.06,0.06,4.54,pi2,0.1,0.16402003508805874,0.2051609419475212,0.22,0.78,linear,2,False,0.23765861988067627
pi2,SVR(C=10),0.95,0.04,1.12,pi4,2.62,-1.6765718276592558,0.9882680335994216,0.27,0.37,rbf,3,False,0.26918092370033264
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.03,1.08,pi2,0.14,0.8477762757169497,0.9456333679668831,0.27,0.53,rbf,3,False,0.26918092370033264
pi2,SVR(kernel='linear'),0.94,0.04,1.45,pi4,0.01,0.9386269865344429,0.9869016640226848,0.27,0.37,linear,3,False,0.26918092370033264
pi4,SVR(kernel='linear'),0.99,0.06,2.6,pi2,0.07,0.9120165925400968,0.9445641417158062,0.27,0.53,linear,3,False,0.26918092370033264
