model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.2,3.44,pi4,0.09,0.901549921916489,0.958232640623456,0.13,0.63,rbf,1,False,0.1316484957933426
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.13,3.88,pi2,0.01,0.9461245461682364,0.9920063020730976,0.13,0.92,rbf,1,False,0.1316484957933426
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.99,1.14,22.64,pi4,0.07,0.9227508124111693,0.9243212166734106,0.13,0.63,linear,1,False,0.1316484957933426
pi4,"SVR(C=0.1, epsilon=1, kernel='linear')",0.92,0.06,30.8,pi2,0.06,0.9811111820055783,0.9895248459791504,0.13,0.92,linear,1,False,0.1316484957933426
pi2,"SVR(C=10, epsilon=2)",0.26,0.03,2.96,pi4,0.16,0.09778127571740347,0.5444890854315871,0.22,0.33,rbf,2,False,0.22077828645706177
pi4,"SVR(C=10, epsilon=1)",0.54,0.08,4.24,pi2,0.7,-0.15668407578888455,0.2586836064760203,0.22,0.78,rbf,2,False,0.22077828645706177
pi3,"SVR(C=1, epsilon=2)",0.67,0.03,3.21,pi5,0.45,0.22048082826593896,0.6970259966275727,0.22,1.0,rbf,2,False,0.22077828645706177
pi5,"SVR(C=1, epsilon=0.5)",0.7,0.05,2.01,pi3,0.83,-0.1370111417946318,0.6709200572681469,0.22,0.59,rbf,2,False,0.22077828645706177
pi2,"SVR(C=1, epsilon=1, kernel='linear')",0.2,0.03,4.72,pi4,0.27,-0.07439804774455028,0.1086240631790234,0.22,0.33,linear,2,False,0.22077828645706177
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.11,0.21,4.11,pi2,0.08,0.18498529274201359,0.19607757355439492,0.22,0.78,linear,2,False,0.22077828645706177
pi3,"SVR(C=1, epsilon=2, kernel='linear')",0.56,0.04,5.95,pi5,0.02,0.5746126747034768,0.6133627330094311,0.22,1.0,linear,2,False,0.22077828645706177
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.61,0.06,4.83,pi3,0.19,0.4247257834414804,0.5574548425626007,0.22,0.59,linear,2,False,0.22077828645706177
pi2,SVR(),0.93,0.04,1.04,pi4,2.53,-1.599529671586858,0.9873390977234545,0.35,0.29,rbf,3,False,0.3469926118850708
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.04,1.3,pi2,0.19,0.7961878034118336,0.9312577311460793,0.35,0.42,rbf,3,False,0.3469926118850708
pi2,"SVR(C=0.01, kernel='linear')",0.93,0.02,1.23,pi4,0.0,0.9339359045245916,0.9852174401983635,0.35,0.29,linear,3,False,0.3469926118850708
pi4,"SVR(C=0.01, kernel='linear')",0.99,0.02,3.84,pi2,0.08,0.9002480600974417,0.9327751134770819,0.35,0.42,linear,3,False,0.3469926118850708
