model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.07,1.39,pi4,0.1,0.8926080837982865,0.9561464308631062,0.19,0.57,rbf,1,False,0.19653362035751343
pi4,"SVR(C=10, epsilon=1)",0.96,0.03,1.66,pi2,0.03,0.9266336231838525,0.9911629759214666,0.19,0.89,rbf,1,False,0.19653362035751343
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.99,0.02,11.36,pi4,0.07,0.9207737551714957,0.917694221655114,0.19,0.57,linear,1,False,0.19653362035751343
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.92,0.01,11.43,pi2,0.06,0.9822980570116168,0.9884777703178018,0.19,0.89,linear,1,False,0.19653362035751343
pi3,"SVR(C=10, epsilon=2)",0.51,0.02,1.35,pi5,1.04,-0.5241111737546031,0.8728284362332411,0.18,1.0,rbf,2,False,0.1768956184387207
pi5,SVR(),0.87,0.05,0.95,pi3,0.91,-0.03780222228660568,0.5117878273252596,0.18,0.55,rbf,2,False,0.1768956184387207
pi3,"SVR(C=0.1, epsilon=2, kernel='linear')",0.39,0.01,2.98,pi5,0.05,0.44086179712393303,0.7293113747665328,0.18,1.0,linear,2,False,0.1768956184387207
pi5,"SVR(C=0.01, epsilon=1, kernel='linear')",0.73,0.01,2.07,pi3,0.53,0.19639201659776684,0.3937035147190885,0.18,0.55,linear,2,False,0.1768956184387207
pi2,SVR(),0.94,0.02,0.51,pi4,2.6,-1.6666266822953308,0.9869989960518385,0.34,0.3,rbf,3,False,0.339160680770874
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.01,0.57,pi2,1.21,-0.21839068170811227,0.9375174400878089,0.34,0.42,rbf,3,False,0.339160680770874
pi2,"SVR(C=0.01, kernel='linear')",0.94,0.01,0.59,pi4,0.01,0.9259180339246329,0.984330426744371,0.34,0.3,linear,3,False,0.339160680770874
pi4,SVR(kernel='linear'),0.98,0.11,2.49,pi2,0.08,0.9069040029586388,0.936219771624718,0.34,0.42,linear,3,False,0.339160680770874
