model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.21,3.77,pi4,0.1,0.888341729693884,0.9597614760968033,0.14,0.63,rbf,1,False,0.14396654069423676
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.14,4.78,pi2,0.02,0.9408878259845646,0.9919014037962143,0.14,0.86,rbf,1,False,0.14396654069423676
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.99,0.21,19.45,pi4,0.07,0.9190781582016628,0.9195929087278241,0.14,0.63,linear,1,False,0.14396654069423676
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.92,0.04,47.22,pi2,0.06,0.9825658314486717,0.9891403243633552,0.14,0.86,linear,1,False,0.14396654069423676
pi2,"SVR(C=10, epsilon=5)",0.33,0.02,3.06,pi4,0.38,-0.04905643592154818,0.3610445605920173,0.21,0.33,rbf,2,False,0.23864272236824036
pi4,"SVR(C=10, epsilon=2)",0.36,0.08,3.97,pi2,0.68,-0.31592739331137953,0.3332690978174001,0.21,0.7,rbf,2,False,0.23864272236824036
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.19,0.02,5.27,pi4,0.34,-0.15040854030178874,-0.000923460941728349,0.21,0.33,linear,2,False,0.23864272236824036
pi4,"SVR(C=10, epsilon=2, kernel='linear')",-0.0,0.17,4.67,pi2,0.15,0.152758308123789,0.19383478437592583,0.21,0.7,linear,2,False,0.23864272236824036
pi2,SVR(C=10),0.94,0.04,1.22,pi4,3.06,-2.1210399932645836,0.9880599675985148,0.37,0.26,rbf,3,False,0.3717235326766968
pi4,SVR(C=10),0.99,0.05,1.33,pi2,0.94,0.04482279077935469,0.9398066272401534,0.37,0.4,rbf,3,False,0.3717235326766968
pi2,SVR(kernel='linear'),0.94,0.07,1.69,pi4,0.12,0.8191195848993671,0.9850997866337239,0.37,0.26,linear,3,False,0.3717235326766968
pi4,SVR(kernel='linear'),0.99,0.16,5.15,pi2,0.07,0.9129597460784765,0.9405878107281557,0.37,0.4,linear,3,False,0.3717235326766968
