model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.21,3.66,pi4,0.11,0.8850464577043412,0.9587473497769389,0.14,0.64,rbf,1,False,0.14083926379680634
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.16,4.73,pi2,0.03,0.9285053890495247,0.9907008463428901,0.14,0.89,rbf,1,False,0.14083926379680634
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.99,0.08,22.83,pi4,0.08,0.9121836205006065,0.9116071870177294,0.14,0.64,linear,1,False,0.14083926379680634
pi4,"SVR(C=1, epsilon=1, kernel='linear')",0.91,0.17,41.15,pi2,0.07,0.9786594288207413,0.9874279133332625,0.14,0.89,linear,1,False,0.14083926379680634
pi3,"SVR(C=10, epsilon=2)",0.54,0.03,2.85,pi5,3.02,-2.4844459556397784,0.8785239414719787,0.18,1.0,rbf,2,False,0.1830926537513733
pi5,SVR(),0.88,0.1,2.05,pi3,0.98,-0.1039150778424287,0.5405314809125642,0.18,0.35,rbf,2,False,0.1830926537513733
pi3,"SVR(C=10, epsilon=2, kernel='linear')",0.39,0.14,5.71,pi5,0.05,0.44336877322240675,0.7515926907863443,0.18,1.0,linear,2,False,0.1830926537513733
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.75,0.07,4.22,pi3,0.58,0.1667607435590417,0.39051912542827916,0.18,0.35,linear,2,False,0.1830926537513733
pi2,SVR(),0.94,0.05,0.99,pi4,2.45,-1.5076946068610444,0.9857470048249609,0.33,0.31,rbf,3,False,0.33626025915145874
pi4,SVR(C=10),0.99,0.04,1.16,pi2,0.19,0.7992343301788244,0.9421621573314936,0.33,0.44,rbf,3,False,0.33626025915145874
pi2,"SVR(C=0.01, kernel='linear')",0.94,0.02,1.22,pi4,0.01,0.9332096116173515,0.9830614995342484,0.33,0.31,linear,3,False,0.33626025915145874
pi4,"SVR(C=0.1, kernel='linear')",0.98,0.03,5.12,pi2,0.07,0.9102786352500444,0.9415612417272596,0.33,0.44,linear,3,False,0.33626025915145874
