model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.1,3.77,pi4,0.09,0.8954480949474256,0.9565450450545762,0.13,0.61,rbf,1,False,0.12313608825206757
pi4,"SVR(C=10, epsilon=1)",0.96,0.09,4.49,pi2,0.04,0.9208671734583526,0.9885805177930447,0.13,0.9,rbf,1,False,0.12313608825206757
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.99,0.36,26.66,pi4,0.07,0.9175446823105737,0.918661264967006,0.13,0.61,linear,1,False,0.12313608825206757
pi4,"SVR(C=0.1, epsilon=1, kernel='linear')",0.92,0.07,35.51,pi2,0.06,0.97730180909544,0.985852728195401,0.13,0.9,linear,1,False,0.12313608825206757
pi2,"SVR(C=10, epsilon=5)",0.35,0.02,2.8,pi4,0.53,-0.18242116091410954,0.4971572228262756,0.21,0.32,rbf,2,False,0.23741775751113892
pi4,"SVR(C=10, epsilon=1)",0.5,0.08,3.63,pi2,1.07,-0.5748266910699871,0.34678084329078973,0.21,0.8,rbf,2,False,0.23741775751113892
pi2,"SVR(C=1, epsilon=2, kernel='linear')",0.2,0.05,5.8,pi4,0.58,-0.37913394702629466,0.05466310899148086,0.21,0.32,linear,2,False,0.23741775751113892
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.05,0.19,5.21,pi2,0.08,0.13780817270053813,0.20409707122695975,0.21,0.8,linear,2,False,0.23741775751113892
pi2,SVR(),0.95,0.06,1.33,pi4,2.49,-1.5461711420105813,0.9888414007365943,0.32,0.34,rbf,3,False,0.316558837890625
pi4,SVR(C=10),0.99,0.04,1.24,pi2,0.95,0.03706752599257601,0.9481161753137609,0.32,0.45,rbf,3,False,0.316558837890625
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.95,0.01,1.29,pi4,0.01,0.940278760582682,0.9872773803446552,0.32,0.34,linear,3,False,0.316558837890625
pi4,SVR(kernel='linear'),0.99,0.05,1.79,pi2,0.07,0.9213972817412428,0.9474003212821525,0.32,0.45,linear,3,False,0.316558837890625
