model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.22,4.03,pi4,0.12,0.866527841798021,0.9554711445334292,0.12,0.68,rbf,1,False,0.11975611746311188
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.13,4.25,pi2,0.02,0.9356389015651414,0.9908998718491693,0.12,0.85,rbf,1,False,0.11975611746311188
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.99,2.65,52.96,pi4,0.08,0.9110819098576479,0.9127640662663974,0.12,0.68,linear,1,False,0.11975611746311188
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.91,0.04,35.15,pi2,0.07,0.9827124487042632,0.9877792440869745,0.12,0.85,linear,1,False,0.11975611746311188
pi2,"SVR(C=10, epsilon=5)",0.34,0.02,2.93,pi4,0.51,-0.16679584973747708,0.481828077043177,0.2,0.36,rbf,2,False,0.19808268547058105
pi4,"SVR(C=10, epsilon=2)",0.48,0.07,3.77,pi2,0.91,-0.43230383487794866,0.34069132392754975,0.2,0.79,rbf,2,False,0.19808268547058105
pi3,"SVR(C=10, epsilon=2)",0.51,0.03,2.77,pi5,2.08,-1.5694178632298508,0.8613754433332917,0.2,1.0,rbf,2,False,0.19808268547058105
pi5,SVR(C=10),0.86,0.13,2.16,pi3,0.85,0.009575113703919946,0.5062113202586223,0.2,0.54,rbf,2,False,0.19808268547058105
pi2,"SVR(C=1, epsilon=2, kernel='linear')",0.2,0.04,5.76,pi4,0.47,-0.2677869620490292,0.07922707664409911,0.2,0.36,linear,2,False,0.19808268547058105
pi4,"SVR(C=1, epsilon=2, kernel='linear')",0.08,0.08,4.45,pi2,0.09,0.171367857066685,0.19935875572147954,0.2,0.79,linear,2,False,0.19808268547058105
pi3,"SVR(C=0.01, epsilon=2, kernel='linear')",0.38,0.01,7.35,pi5,0.09,0.4651219408140653,0.7649789984204908,0.2,1.0,linear,2,False,0.19808268547058105
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.76,0.04,4.57,pi3,0.61,0.15233028489672007,0.37627229243926064,0.2,0.54,linear,2,False,0.19808268547058105
pi2,SVR(),0.95,0.06,1.11,pi4,2.38,-1.4279110314514325,0.988327578417532,0.31,0.38,rbf,3,False,0.3072192072868347
pi4,SVR(C=10),0.99,0.04,1.17,pi2,0.42,0.5684542018728488,0.9484521448270804,0.31,0.47,rbf,3,False,0.3072192072868347
pi2,"SVR(C=0.01, kernel='linear')",0.95,0.02,1.24,pi4,0.01,0.9361140031282962,0.9855451410300496,0.31,0.38,linear,3,False,0.3072192072868347
pi4,SVR(kernel='linear'),0.99,0.07,3.46,pi2,0.07,0.9198354195265643,0.947886417497295,0.31,0.47,linear,3,False,0.3072192072868347
