model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.23,3.84,pi4,0.09,0.9052855304089673,0.9604284371787755,0.15,0.62,rbf,1,False,0.15043005347251892
pi4,"SVR(C=10, epsilon=1)",0.96,0.23,4.97,pi2,0.03,0.9353823620725578,0.9904945258819084,0.15,0.9,rbf,1,False,0.15043005347251892
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.99,0.1,35.36,pi4,0.06,0.9292465658472915,0.9282616849575308,0.15,0.62,linear,1,False,0.15043005347251892
pi4,"SVR(C=1, epsilon=1, kernel='linear')",0.93,0.14,40.0,pi2,0.05,0.9812661559786983,0.9869398855455997,0.15,0.9,linear,1,False,0.15043005347251892
pi2,"SVR(C=10, epsilon=5)",0.33,0.02,3.04,pi4,0.48,-0.1429256262182732,0.46764045895089246,0.21,0.37,rbf,2,False,0.1987089216709137
pi4,"SVR(C=10, epsilon=1)",0.47,0.09,4.17,pi2,0.97,-0.5006085944894754,0.334087933383853,0.21,0.72,rbf,2,False,0.1987089216709137
pi3,"SVR(C=10, epsilon=2)",0.55,0.03,3.18,pi5,2.02,-1.4732820174094683,0.6698328912906976,0.2,1.0,rbf,2,False,0.1987089216709137
pi5,SVR(C=10),0.67,0.16,2.6,pi3,0.79,-0.1243559749414842,0.548961579081013,0.2,0.53,rbf,2,False,0.1987089216709137
pi2,"SVR(C=0.1, epsilon=2, kernel='linear')",0.21,0.02,6.32,pi4,0.53,-0.3176078960425588,0.05165074591343066,0.21,0.37,linear,2,False,0.1987089216709137
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.05,0.21,5.12,pi2,0.1,0.15167512766966085,0.21056957181248037,0.21,0.72,linear,2,False,0.1987089216709137
pi3,"SVR(C=1, epsilon=2, kernel='linear')",0.43,0.03,6.36,pi5,0.02,0.40603779066828194,0.5945927192920042,0.2,1.0,linear,2,False,0.1987089216709137
pi5,"SVR(C=10, kernel='linear')",0.59,0.39,3.68,pi3,0.24,0.3586187289192351,0.42999442073936045,0.2,0.53,linear,2,False,0.1987089216709137
pi2,SVR(),0.95,0.06,1.09,pi4,2.5,-1.5517268462957814,0.9871284316232487,0.31,0.35,rbf,3,False,0.3011550307273865
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.03,1.24,pi2,0.17,0.8140051137857064,0.9477866088626868,0.31,0.45,rbf,3,False,0.3011550307273865
pi2,SVR(kernel='linear'),0.95,0.05,1.69,pi4,0.04,0.9119235211755463,0.9852996415626767,0.31,0.35,linear,3,False,0.3011550307273865
pi4,SVR(kernel='linear'),0.99,0.07,2.94,pi2,0.06,0.9238689347906169,0.9480725024199328,0.31,0.45,linear,3,False,0.3011550307273865
