model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.24,3.77,pi4,0.11,0.8787743537613635,0.9619299700763901,0.14,0.61,rbf,1,False,0.14163927733898163
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.11,4.56,pi2,0.02,0.945044540960665,0.9913715737097359,0.14,0.91,rbf,1,False,0.14163927733898163
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.99,0.24,28.42,pi4,0.07,0.9162446696507358,0.9175137863318888,0.14,0.61,linear,1,False,0.14163927733898163
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.92,0.69,27.28,pi2,0.07,0.9853534341201059,0.9889647133486531,0.14,0.91,linear,1,False,0.14163927733898163
pi3,"SVR(C=1, epsilon=2)",0.51,0.03,2.59,pi5,1.22,-0.7119011203523569,0.6392293124641317,0.18,1.0,rbf,2,False,0.18136686086654663
pi5,"SVR(C=1, epsilon=0.5)",0.64,0.05,1.98,pi3,0.67,-0.026543748941038725,0.5101338514937074,0.18,0.56,rbf,2,False,0.18136686086654663
pi3,"SVR(C=10, epsilon=2, kernel='linear')",0.37,0.13,6.88,pi5,0.08,0.29197622913467025,0.536855448238265,0.18,1.0,linear,2,False,0.18136686086654663
pi5,"SVR(C=10, kernel='linear')",0.54,0.54,4.71,pi3,0.32,0.21620315971157833,0.37332463687473627,0.18,0.56,linear,2,False,0.18136686086654663
pi2,SVR(),0.94,0.06,1.2,pi4,2.35,-1.4132668997823998,0.9868476035871,0.32,0.34,rbf,3,False,0.3219220042228699
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.04,1.3,pi2,0.15,0.8382775175825,0.9410706750239979,0.32,0.45,rbf,3,False,0.3219220042228699
pi2,"SVR(C=0.01, kernel='linear')",0.94,0.02,1.36,pi4,0.02,0.9211481057243698,0.9841583377641612,0.32,0.34,linear,3,False,0.3219220042228699
pi4,SVR(kernel='linear'),0.98,0.06,3.19,pi2,0.08,0.9091472569157426,0.9409933664159978,0.32,0.45,linear,3,False,0.3219220042228699
