model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.1,3.62,pi4,0.11,0.884133358472151,0.9520166302024923,0.16,0.61,rbf,1,False,0.16291756927967072
pi4,"SVR(C=10, epsilon=1)",0.95,0.13,4.45,pi2,0.07,0.8840367650984106,0.9904293868751146,0.16,0.88,rbf,1,False,0.16291756927967072
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.99,0.08,32.04,pi4,0.07,0.9180914249753942,0.9178521980353302,0.16,0.61,linear,1,False,0.16291756927967072
pi4,"SVR(C=1, epsilon=2, kernel='linear')",0.92,0.1,30.5,pi2,0.06,0.9809717033270831,0.9878831521144903,0.16,0.88,linear,1,False,0.16291756927967072
pi2,"SVR(C=10, epsilon=5)",0.34,0.02,2.87,pi4,0.49,-0.14578553098004665,0.4962693223480932,0.2,0.35,rbf,2,False,0.21757793426513672
pi4,"SVR(C=10, epsilon=1)",0.5,0.09,3.73,pi2,1.16,-0.6610531566851301,0.3440961198813197,0.2,0.8,rbf,2,False,0.21757793426513672
pi2,"SVR(C=0.1, epsilon=2, kernel='linear')",0.21,0.02,5.53,pi4,0.57,-0.3534649850136278,0.07544175549489274,0.2,0.35,linear,2,False,0.21757793426513672
pi4,"SVR(C=1, epsilon=2, kernel='linear')",0.08,0.08,4.39,pi2,0.1,0.17478873435440556,0.21209416900895184,0.2,0.8,linear,2,False,0.21757793426513672
pi2,SVR(C=10),0.94,0.04,1.15,pi4,2.88,-1.934789212785112,0.9888704504235557,0.33,0.3,rbf,3,False,0.3319837152957916
pi4,SVR(C=10),0.99,0.04,1.18,pi2,0.72,0.267290409090738,0.9429662243174246,0.33,0.44,rbf,3,False,0.3319837152957916
pi2,"SVR(C=0.01, kernel='linear')",0.94,0.02,1.25,pi4,0.03,0.9092443040478646,0.9854084411051945,0.33,0.3,linear,3,False,0.3319837152957916
pi4,SVR(kernel='linear'),0.99,0.06,3.06,pi2,0.07,0.9153230382189168,0.942653749569004,0.33,0.44,linear,3,False,0.3319837152957916
