model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.09,3.63,pi4,0.07,0.9245276205619586,0.9652806401262234,0.1,0.74,rbf,1,False,0.09915824234485626
pi4,"SVR(C=10, epsilon=1)",0.97,0.07,3.26,pi2,0.02,0.9453542439524899,0.9903316506302937,0.1,0.88,rbf,1,False,0.09915824234485626
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.99,0.29,26.74,pi4,0.05,0.9355340352118692,0.9533387175271628,0.1,0.74,linear,1,False,0.09915824234485626
pi4,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.95,0.03,11.94,pi2,0.01,0.9640793368717703,0.9882408596945585,0.1,0.88,linear,1,False,0.09915824234485626
pi3,SVR(),0.56,0.16,2.41,pi5,0.22,0.33706409657270753,0.6109725416723342,0.19,1.0,rbf,2,False,0.1951591968536377
pi5,"SVR(C=1, epsilon=0.5)",0.61,0.06,2.05,pi3,0.89,-0.2820230379306259,0.5593075261799004,0.19,0.63,rbf,2,False,0.1951591968536377
pi3,"SVR(C=1, epsilon=1, kernel='linear')",0.53,0.06,6.61,pi5,0.1,0.43479909358578084,0.5209846896181257,0.19,1.0,linear,2,False,0.1951591968536377
pi5,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.52,0.03,4.33,pi3,0.32,0.19675440157055646,0.5308660617513814,0.19,0.63,linear,2,False,0.1951591968536377
pi2,SVR(C=10),0.95,0.05,1.13,pi4,2.97,-2.02031871296287,0.9896327950686159,0.3,0.36,rbf,3,False,0.3031981885433197
pi4,SVR(C=10),0.99,0.04,1.2,pi2,0.97,0.02417577183908537,0.9467282248470312,0.3,0.46,rbf,3,False,0.3031981885433197
pi2,SVR(kernel='linear'),0.95,0.03,1.34,pi4,0.03,0.9200946456959436,0.9873458243447455,0.3,0.36,linear,3,False,0.3031981885433197
pi4,SVR(kernel='linear'),0.99,0.06,4.18,pi2,0.07,0.9165790670883189,0.945316721324846,0.3,0.46,linear,3,False,0.3031981885433197
