model_node,model,score,test_node,discrepancy,method,std,experiment,threshold
pi3,LinearRegression(),0.920192385671666,pi5,1.0658309080852821,OCSVM,True,1,0.95
pi5,LinearRegression(),0.4166866244781443,pi3,0.18927687875530774,OCSVM,True,1,0.95
pi2,"SVR(C=100, epsilon=0.2)",0.9895193504875476,pi4,0.08388618117685864,OCSVM,False,1,0.85
pi4,"SVR(C=100, epsilon=0.5)",0.9647114272917495,pi2,0.036715524338933436,OCSVM,False,1,0.85
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.9843067295829916,pi4,0.06291370751493908,OCSVM,False,1,0.85
pi4,"SVR(C=0.1, epsilon=1, kernel='linear')",0.9329674385019362,pi2,0.03379929715280261,OCSVM,False,1,0.85
pi2,LinearRegression(normalize=True),0.984410218835071,pi4,0.06372134739276536,OCSVM,False,1,0.85
pi4,LinearRegression(),0.9353676867005335,pi2,0.03823885977332675,OCSVM,False,1,0.85
pi2,SVR(C=10),0.9886720411143959,pi4,0.07401439325837778,OCSVM,True,1,0.85
pi4,SVR(C=100),0.9638136039378468,pi2,0.03605818824823748,OCSVM,True,1,0.85
pi2,SVR(kernel='linear'),0.9842785111337886,pi4,0.0640929275075588,OCSVM,True,1,0.85
pi4,"SVR(C=100, epsilon=0.2, kernel='linear')",0.9327679445483068,pi2,0.03866368378081042,OCSVM,True,1,0.85
pi2,LinearRegression(),0.9844102186610971,pi4,0.06372138761542356,OCSVM,True,1,0.85
pi4,LinearRegression(),0.9353676891152829,pi2,0.03823880921366263,OCSVM,True,1,0.85
pi2,"SVR(C=100, epsilon=0.2)",0.9895193504875476,pi4,0.08388618117685864,MMD OCSVM Verify,False,1,0.85
pi4,"SVR(C=100, epsilon=0.5)",0.9647114272917495,pi2,0.036715524338933436,MMD OCSVM Verify,False,1,0.85
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.9843067295829916,pi4,0.06291370751493908,MMD OCSVM Verify,False,1,0.85
pi4,"SVR(C=0.1, epsilon=1, kernel='linear')",0.9329674385019362,pi2,0.03379929715280261,MMD OCSVM Verify,False,1,0.85
pi2,LinearRegression(normalize=True),0.984410218835071,pi4,0.06372134739276536,MMD OCSVM Verify,False,1,0.85
pi4,LinearRegression(),0.9353676867005335,pi2,0.03823885977332675,MMD OCSVM Verify,False,1,0.85
pi2,SVR(C=10),0.9886720411143959,pi4,0.07401439325837778,MMD OCSVM Verify,True,1,0.85
pi4,SVR(C=100),0.9638136039378468,pi2,0.03605818824823748,MMD OCSVM Verify,True,1,0.85
pi2,SVR(kernel='linear'),0.9842785111337886,pi4,0.0640929275075588,MMD OCSVM Verify,True,1,0.85
pi4,"SVR(C=100, epsilon=0.2, kernel='linear')",0.9327679445483068,pi2,0.03866368378081042,MMD OCSVM Verify,True,1,0.85
pi2,LinearRegression(),0.9844102186610971,pi4,0.06372138761542356,MMD OCSVM Verify,True,1,0.85
pi4,LinearRegression(),0.9353676891152829,pi2,0.03823880921366263,MMD OCSVM Verify,True,1,0.85
pi4,"SVR(C=100, epsilon=0.5)",0.9647114272917495,pi3,0.5137658546159605,OCSVM,False,1,0.6
pi3,SVR(C=10),0.9791270327708105,pi4,3.8439602060245837,OCSVM,False,1,0.6
pi4,"SVR(C=0.1, epsilon=1, kernel='linear')",0.9329674385019362,pi3,0.11413129996761384,OCSVM,False,1,0.6
pi3,"SVR(C=0.1, epsilon=1, kernel='linear')",0.9199418431156838,pi4,0.5748889116624479,OCSVM,False,1,0.6
pi4,LinearRegression(),0.9353676867005335,pi3,0.14255378549183073,OCSVM,False,1,0.6
pi3,LinearRegression(normalize=True),0.9201923994918386,pi4,0.5996999618281841,OCSVM,False,1,0.6
pi4,SVR(C=100),0.9638136039378468,pi3,0.6090490719705423,OCSVM,True,1,0.6
pi3,SVR(C=100),0.9785873697590792,pi4,3.77787578338981,OCSVM,True,1,0.6
pi4,"SVR(C=100, epsilon=0.2, kernel='linear')",0.9327679445483068,pi3,0.12270343125893679,OCSVM,True,1,0.6
pi3,SVR(kernel='linear'),0.9191166473862485,pi4,0.7081566039195858,OCSVM,True,1,0.6
pi4,LinearRegression(),0.9353676891152829,pi3,0.14255381268405454,OCSVM,True,1,0.6
pi3,LinearRegression(),0.920192385671666,pi4,0.5996994463970919,OCSVM,True,1,0.6
pi3,"SVR(C=100, epsilon=1)",0.4389726884211813,pi5,0.4114718051824282,MMD,False,2,-
pi5,"SVR(C=1, epsilon=0.5)",0.5669519164435316,pi3,0.6110322537099983,MMD,False,2,-
pi3,"SVR(C=10, epsilon=1, kernel='linear')",0.32407483736403075,pi5,0.053453724838337546,MMD,False,2,-
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.47877581071243236,pi3,0.39620175835127225,MMD,False,2,-
pi3,LinearRegression(),0.3621372271581248,pi5,0.4872721070869098,MMD,False,2,-
pi5,LinearRegression(normalize=True),0.4842597884553551,pi3,0.32424099226909986,MMD,False,2,-
pi3,"SVR(C=1, epsilon=0.5)",0.5137691935128242,pi5,2.2051264325251125,MMD,True,2,-
pi5,SVR(),0.5696406078174391,pi3,0.6416216949748618,MMD,True,2,-
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.36025056910269015,pi5,0.36499356632924707,MMD,True,2,-
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.4761883235095875,pi3,0.4142732123894681,MMD,True,2,-
pi3,LinearRegression(normalize=True),0.3621371571379405,pi5,0.48727266787899726,MMD,True,2,-
pi5,LinearRegression(),0.48425971894016095,pi3,0.32424145911508195,MMD,True,2,-
pi3,"SVR(C=100, epsilon=1)",0.4389726884211813,pi5,0.4114718051824282,OCSVM,False,2,0.95
pi5,"SVR(C=1, epsilon=0.5)",0.5669519164435316,pi3,0.6110322537099983,OCSVM,False,2,0.95
pi3,"SVR(C=10, epsilon=1, kernel='linear')",0.32407483736403075,pi5,0.053453724838337546,OCSVM,False,2,0.95
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.47877581071243236,pi3,0.39620175835127225,OCSVM,False,2,0.95
pi3,LinearRegression(),0.3621372271581248,pi5,0.4872721070869098,OCSVM,False,2,0.95
pi5,LinearRegression(normalize=True),0.4842597884553551,pi3,0.32424099226909986,OCSVM,False,2,0.95
pi3,"SVR(C=1, epsilon=0.5)",0.5137691935128242,pi5,2.2051264325251125,OCSVM,True,2,0.95
pi5,SVR(),0.5696406078174391,pi3,0.6416216949748618,OCSVM,True,2,0.95
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.36025056910269015,pi5,0.36499356632924707,OCSVM,True,2,0.95
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.4761883235095875,pi3,0.4142732123894681,OCSVM,True,2,0.95
pi3,LinearRegression(normalize=True),0.3621371571379405,pi5,0.48727266787899726,OCSVM,True,2,0.95
pi5,LinearRegression(),0.48425971894016095,pi3,0.32424145911508195,OCSVM,True,2,0.95
pi3,"SVR(C=100, epsilon=1)",0.4389726884211813,pi5,0.4114718051824282,MMD OCSVM Verify,False,2,0.95
pi5,"SVR(C=1, epsilon=0.5)",0.5669519164435316,pi3,0.6110322537099983,MMD OCSVM Verify,False,2,0.95
pi3,"SVR(C=10, epsilon=1, kernel='linear')",0.32407483736403075,pi5,0.053453724838337546,MMD OCSVM Verify,False,2,0.95
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.47877581071243236,pi3,0.39620175835127225,MMD OCSVM Verify,False,2,0.95
pi3,LinearRegression(),0.3621372271581248,pi5,0.4872721070869098,MMD OCSVM Verify,False,2,0.95
pi5,LinearRegression(normalize=True),0.4842597884553551,pi3,0.32424099226909986,MMD OCSVM Verify,False,2,0.95
pi3,"SVR(C=1, epsilon=0.5)",0.5137691935128242,pi5,2.2051264325251125,MMD OCSVM Verify,True,2,0.95
pi5,SVR(),0.5696406078174391,pi3,0.6416216949748618,MMD OCSVM Verify,True,2,0.95
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.36025056910269015,pi5,0.36499356632924707,MMD OCSVM Verify,True,2,0.95
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.4761883235095875,pi3,0.4142732123894681,MMD OCSVM Verify,True,2,0.95
pi3,LinearRegression(normalize=True),0.3621371571379405,pi5,0.48727266787899726,MMD OCSVM Verify,True,2,0.95
pi5,LinearRegression(),0.48425971894016095,pi3,0.32424145911508195,MMD OCSVM Verify,True,2,0.95
pi2,"SVR(C=10, epsilon=0.5)",0.7732833913013941,pi5,25.49638862782719,OCSVM,False,2,0.85
pi5,"SVR(C=1, epsilon=0.5)",0.5669519164435316,pi2,21.71524466281718,OCSVM,False,2,0.85
pi3,"SVR(C=100, epsilon=1)",0.4389726884211813,pi4,5.431185296791042,OCSVM,False,2,0.85
pi4,"SVR(C=100, epsilon=1)",0.40078226009783513,pi3,7.623605523433613,OCSVM,False,2,0.85
pi2,"SVR(C=10, epsilon=0, kernel='linear')",0.7151826171344747,pi5,24.888120413656054,OCSVM,False,2,0.85
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.47877581071243236,pi2,21.447473578190085,OCSVM,False,2,0.85
pi3,"SVR(C=10, epsilon=1, kernel='linear')",0.32407483736403075,pi4,4.985669137347495,OCSVM,False,2,0.85
pi4,"SVR(C=0.0001, epsilon=1, kernel='linear')",-0.0030570022970217714,pi3,8.347917956858833,OCSVM,False,2,0.85
pi2,LinearRegression(),0.7348373550531275,pi5,25.781648986099036,OCSVM,False,2,0.85
pi5,LinearRegression(normalize=True),0.4842597884553551,pi2,21.51650529343328,OCSVM,False,2,0.85
pi3,LinearRegression(),0.3621372271581248,pi4,5.527673701662406,OCSVM,False,2,0.85
pi4,LinearRegression(),0.028944477888524056,pi3,7.270781342544801,OCSVM,False,2,0.85
pi2,SVR(C=10),0.7780417906136873,pi5,26.40006863676518,OCSVM,True,2,0.85
pi5,SVR(),0.5696406078174391,pi2,21.33411595392874,OCSVM,True,2,0.85
pi3,"SVR(C=1, epsilon=0.5)",0.5137691935128242,pi4,5.5067444474625145,OCSVM,True,2,0.85
pi4,"SVR(C=100, epsilon=0.2)",0.41743864239106465,pi3,7.251282826216762,OCSVM,True,2,0.85
pi2,SVR(kernel='linear'),0.731479911790602,pi5,25.26851407648784,OCSVM,True,2,0.85
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.4761883235095875,pi2,21.114619927836866,OCSVM,True,2,0.85
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.36025056910269015,pi4,5.360077827820749,OCSVM,True,2,0.85
pi4,"SVR(C=100, epsilon=0.5, kernel='linear')",0.025549390222339263,pi3,7.701755623311277,OCSVM,True,2,0.85
pi2,LinearRegression(),0.7348372721394743,pi5,25.781631437797508,OCSVM,True,2,0.85
pi5,LinearRegression(),0.48425971894016095,pi2,21.516492865173234,OCSVM,True,2,0.85
pi3,LinearRegression(normalize=True),0.3621371571379405,pi4,5.527675087989387,OCSVM,True,2,0.85
pi4,LinearRegression(),0.028944405521504457,pi3,7.270783730064394,OCSVM,True,2,0.85
pi2,"SVR(C=10, epsilon=0.5)",0.7732833913013941,pi4,0.5850126163525957,OCSVM,False,2,0.75
pi4,"SVR(C=100, epsilon=1)",0.40078226009783513,pi2,19.860757862850644,OCSVM,False,2,0.75
pi4,"SVR(C=100, epsilon=1)",0.40078226009783513,pi5,19.789752557522224,OCSVM,False,2,0.75
pi5,"SVR(C=1, epsilon=0.5)",0.5669519164435316,pi4,4.166769956459699,OCSVM,False,2,0.75
pi2,"SVR(C=10, epsilon=0, kernel='linear')",0.7151826171344747,pi4,0.7299311758305508,OCSVM,False,2,0.75
pi4,"SVR(C=0.0001, epsilon=1, kernel='linear')",-0.0030570022970217714,pi2,0.7338524052258235,OCSVM,False,2,0.75
pi4,"SVR(C=0.0001, epsilon=1, kernel='linear')",-0.0030570022970217714,pi5,34.91978666480045,OCSVM,False,2,0.75
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.47877581071243236,pi4,3.808691611911921,OCSVM,False,2,0.75
pi2,LinearRegression(),0.7348373550531275,pi4,0.8225265531123627,OCSVM,False,2,0.75
pi4,LinearRegression(),0.028944477888524056,pi2,0.5645007103480345,OCSVM,False,2,0.75
pi4,LinearRegression(),0.028944477888524056,pi5,24.096698314709073,OCSVM,False,2,0.75
pi5,LinearRegression(normalize=True),0.4842597884553551,pi4,4.057673320662983,OCSVM,False,2,0.75
pi2,SVR(C=10),0.7780417906136873,pi4,0.6754722286253848,OCSVM,True,2,0.75
pi4,"SVR(C=100, epsilon=0.2)",0.41743864239106465,pi2,21.472775189602345,OCSVM,True,2,0.75
pi4,"SVR(C=100, epsilon=0.2)",0.41743864239106465,pi5,20.727820727173533,OCSVM,True,2,0.75
pi5,SVR(),0.5696406078174391,pi4,4.148449778832377,OCSVM,True,2,0.75
pi2,SVR(kernel='linear'),0.731479911790602,pi4,0.7869789208262253,OCSVM,True,2,0.75
pi4,"SVR(C=100, epsilon=0.5, kernel='linear')",0.025549390222339263,pi2,0.49372186588014644,OCSVM,True,2,0.75
pi4,"SVR(C=100, epsilon=0.5, kernel='linear')",0.025549390222339263,pi5,26.541349402781005,OCSVM,True,2,0.75
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.4761883235095875,pi4,3.745934636921957,OCSVM,True,2,0.75
pi2,LinearRegression(),0.7348372721394743,pi4,0.8225261230614389,OCSVM,True,2,0.75
pi4,LinearRegression(),0.028944405521504457,pi2,0.5645009329223679,OCSVM,True,2,0.75
pi4,LinearRegression(),0.028944405521504457,pi5,24.09670435949377,OCSVM,True,2,0.75
pi5,LinearRegression(),0.48425971894016095,pi4,4.057671889332161,OCSVM,True,2,0.75
pi3,"SVR(C=0.1, epsilon=0.2)",0.12303378456892111,pi4,0.13904272777428162,MMD,False,3,-
pi4,"SVR(C=100, epsilon=0.2)",0.9887546427291611,pi3,2.481391429808766,MMD,False,3,-
pi3,SVR(kernel='linear'),0.016198232147615732,pi4,0.21539462173678392,MMD,False,3,-
pi4,SVR(kernel='linear'),0.986473192232392,pi3,3.2638618597556603,MMD,False,3,-
pi3,LinearRegression(),0.02861294011279425,pi4,0.3496662330944781,MMD,False,3,-
pi4,LinearRegression(),0.986538703051009,pi3,3.1864916849297327,MMD,False,3,-
pi3,SVR(C=0.1),0.08227610143987885,pi4,0.10037074008137659,MMD,True,3,-
pi4,SVR(C=10),0.9886354707239328,pi3,1.5676121138940342,MMD,True,3,-
pi3,"SVR(C=0.01, epsilon=0.01, kernel='linear')",0.002641389563701302,pi4,0.0017390544350078807,MMD,True,3,-
pi4,SVR(kernel='linear'),0.9864762816312264,pi3,3.150515195564641,MMD,True,3,-
pi3,LinearRegression(),0.02861222122610796,pi4,0.3496670098677769,MMD,True,3,-
pi4,LinearRegression(),0.9865386935707915,pi3,3.186489449570247,MMD,True,3,-
pi2,"SVR(C=1, epsilon=0.2)",0.9473341106456599,pi4,2.527413348576817,OCSVM,False,3,0.45
pi4,"SVR(C=100, epsilon=0.2)",0.9887546427291611,pi2,0.328004010322698,OCSVM,False,3,0.45
pi4,"SVR(C=100, epsilon=0.2)",0.9887546427291611,pi3,2.481391429808766,OCSVM,False,3,0.45
pi3,"SVR(C=0.1, epsilon=0.2)",0.12303378456892111,pi4,0.13904272777428162,OCSVM,False,3,0.45
pi2,"SVR(C=1, epsilon=0.2, kernel='linear')",0.9450074326097216,pi4,0.04746956023937088,OCSVM,False,3,0.45
pi4,SVR(kernel='linear'),0.986473192232392,pi2,0.06771202109111918,OCSVM,False,3,0.45
pi4,SVR(kernel='linear'),0.986473192232392,pi3,3.2638618597556603,OCSVM,False,3,0.45
pi3,SVR(kernel='linear'),0.016198232147615732,pi4,0.21539462173678392,OCSVM,False,3,0.45
pi2,LinearRegression(),0.9454832045120929,pi4,0.02677969117757606,OCSVM,False,3,0.45
pi4,LinearRegression(),0.986538703051009,pi2,0.06517856927831311,OCSVM,False,3,0.45
pi4,LinearRegression(),0.986538703051009,pi3,3.1864916849297327,OCSVM,False,3,0.45
pi3,LinearRegression(),0.02861294011279425,pi4,0.3496662330944781,OCSVM,False,3,0.45
pi2,SVR(),0.9436844272135962,pi4,2.4733916466278365,OCSVM,True,3,0.45
pi4,SVR(C=10),0.9886354707239328,pi2,1.0391812704409542,OCSVM,True,3,0.45
pi4,SVR(C=10),0.9886354707239328,pi3,1.5676121138940342,OCSVM,True,3,0.45
pi3,SVR(C=0.1),0.08227610143987885,pi4,0.10037074008137659,OCSVM,True,3,0.45
pi2,SVR(kernel='linear'),0.9450666987088858,pi4,0.042045668181815876,OCSVM,True,3,0.45
pi4,SVR(kernel='linear'),0.9864762816312264,pi2,0.07088860352882598,OCSVM,True,3,0.45
pi4,SVR(kernel='linear'),0.9864762816312264,pi3,3.150515195564641,OCSVM,True,3,0.45
pi3,"SVR(C=0.01, epsilon=0.01, kernel='linear')",0.002641389563701302,pi4,0.0017390544350078807,OCSVM,True,3,0.45
pi2,LinearRegression(),0.9454831699520971,pi4,0.02677946426336708,OCSVM,True,3,0.45
pi4,LinearRegression(),0.9865386935707915,pi2,0.06517871640855466,OCSVM,True,3,0.45
pi4,LinearRegression(),0.9865386935707915,pi3,3.186489449570247,OCSVM,True,3,0.45
pi3,LinearRegression(),0.02861222122610796,pi4,0.3496670098677769,OCSVM,True,3,0.45
pi4,"SVR(C=100, epsilon=0.2)",0.9887546427291611,pi3,2.481391429808766,MMD OCSVM Verify,False,3,0.45
pi3,"SVR(C=0.1, epsilon=0.2)",0.12303378456892111,pi4,0.13904272777428162,MMD OCSVM Verify,False,3,0.45
pi4,SVR(kernel='linear'),0.986473192232392,pi3,3.2638618597556603,MMD OCSVM Verify,False,3,0.45
pi3,SVR(kernel='linear'),0.016198232147615732,pi4,0.21539462173678392,MMD OCSVM Verify,False,3,0.45
pi4,LinearRegression(),0.986538703051009,pi3,3.1864916849297327,MMD OCSVM Verify,False,3,0.45
pi3,LinearRegression(),0.02861294011279425,pi4,0.3496662330944781,MMD OCSVM Verify,False,3,0.45
pi4,SVR(C=10),0.9886354707239328,pi3,1.5676121138940342,MMD OCSVM Verify,True,3,0.45
pi3,SVR(C=0.1),0.08227610143987885,pi4,0.10037074008137659,MMD OCSVM Verify,True,3,0.45
pi4,SVR(kernel='linear'),0.9864762816312264,pi3,3.150515195564641,MMD OCSVM Verify,True,3,0.45
pi3,"SVR(C=0.01, epsilon=0.01, kernel='linear')",0.002641389563701302,pi4,0.0017390544350078807,MMD OCSVM Verify,True,3,0.45
pi4,LinearRegression(),0.9865386935707915,pi3,3.186489449570247,MMD OCSVM Verify,True,3,0.45
pi3,LinearRegression(),0.02861222122610796,pi4,0.3496670098677769,MMD OCSVM Verify,True,3,0.45
