model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi4,LogisticRegression(max_iter=100000),0.01,0.73,0.95,pi5,0.01,0.940978886756238,0.9433781190019194,13.99,0.98,18.337332589285715,True
pi5,LogisticRegression(max_iter=100000),0.02,0.74,0.94,pi4,0.01,0.9534548944337812,0.9524952015355086,13.99,0.98,18.337332589285715,True
pi4,LogisticRegression(max_iter=100000),0.02,0.76,0.97,pi5,0.01,0.9605753862546617,0.9605753862546617,15.76,0.97,21.987025669642858,False
pi5,LogisticRegression(max_iter=100000),0.02,0.73,0.96,pi4,0.01,0.9690336358782702,0.9690336358782702,15.76,0.98,21.987025669642858,False
