model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.06,2.8,pi3,0.01,0.9912099276111686,0.9912099276111686,48.86,0.99,57.93359375,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,2.8,pi6,0.01,0.98656330749354,0.98656330749354,38.37,0.0,57.93359375,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,2.8,pi7,0.0,0.9829192546583851,0.9829192546583851,44.99,0.0,57.93359375,False
pi1,LogisticRegression(max_iter=100000),0.98,0.06,2.8,pi8,0.31,0.6699430936368339,0.7020175892395241,59.69,0.0,57.93359375,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,4.83,pi1,0.01,0.9803312629399586,0.9803312629399586,48.86,0.98,57.93359375,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,4.83,pi4,0.0,0.9891248058001035,0.9891248058001035,44.3,0.0,57.93359375,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,4.83,pi5,0.01,0.9819121447028424,0.9819121447028424,55.36,0.0,57.93359375,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,4.83,pi6,0.0,0.98656330749354,0.98656330749354,47.75,0.0,57.93359375,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,4.83,pi7,0.01,0.9829192546583851,0.9829192546583851,44.17,0.0,57.93359375,False
pi3,LogisticRegression(max_iter=100000),0.99,0.06,4.83,pi8,0.36,0.6321779617175375,0.7020175892395241,38.43,0.0,57.93359375,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,5.72,pi1,0.01,0.9803312629399586,0.9803312629399586,38.37,0.0,57.93359375,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,5.72,pi3,0.0,0.9912099276111686,0.9912099276111686,47.75,0.0,57.93359375,False
pi7,LogisticRegression(max_iter=100000),0.98,0.05,2.83,pi1,0.0,0.9803312629399586,0.9803312629399586,44.99,0.0,57.93359375,False
pi7,LogisticRegression(max_iter=100000),0.98,0.05,2.83,pi3,0.01,0.9912099276111686,0.9912099276111686,44.17,0.0,57.93359375,False
pi7,LogisticRegression(max_iter=100000),0.98,0.05,2.83,pi4,0.01,0.9891248058001035,0.9891248058001035,50.18,0.99,57.93359375,False
pi7,LogisticRegression(max_iter=100000),0.98,0.05,2.83,pi8,0.3,0.6833936885669943,0.7020175892395241,40.03,0.98,57.93359375,False
