model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi2,LogisticRegression(max_iter=100000),0.01,0.63,0.96,pi3,0.01,0.9534325492078732,0.9534325492078732,9.0,0.99,20.643196614583335,True
pi3,LogisticRegression(max_iter=100000),0.02,0.73,0.95,pi2,0.0,0.9578544061302682,0.9588122605363985,9.0,0.99,20.643196614583335,True
pi4,"LogisticRegression(C=0.01, max_iter=100000)",0.01,0.67,0.95,pi5,0.01,0.9423354156655455,0.9437770302739068,15.6,0.98,20.643196614583335,True
pi5,LogisticRegression(max_iter=100000),0.01,0.61,0.94,pi4,0.01,0.9511025886864813,0.9511025886864813,15.6,0.98,20.643196614583335,True
pi2,LogisticRegression(max_iter=100000),0.01,0.54,0.97,pi3,0.0,0.9696,0.968,14.28,0.99,27.8154296875,False
pi3,LogisticRegression(max_iter=100000),0.01,0.72,0.97,pi2,0.0,0.9691160809371672,0.9696485623003195,14.28,0.98,27.8154296875,False
pi4,LogisticRegression(max_iter=100000),0.01,0.6,0.96,pi5,0.0,0.9625868519508284,0.9625868519508284,18.08,0.98,27.8154296875,False
pi5,LogisticRegression(max_iter=100000),0.01,0.68,0.96,pi4,0.0,0.9637333333333333,0.9637333333333333,18.08,0.96,27.8154296875,False
