model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi2,LogisticRegression(max_iter=100000),0.01,0.76,0.95,pi3,0.0,0.9481765834932822,0.9524952015355086,15.89,0.97,15.5974609375,True
pi2,LogisticRegression(max_iter=100000),0.01,0.76,0.95,pi4,0.01,0.9448176583493282,0.9419385796545106,12.97,0.99,15.5974609375,True
pi3,LogisticRegression(max_iter=100000),0.02,0.78,0.95,pi2,0.0,0.9515355086372361,0.9505758157389635,15.89,0.98,15.5974609375,True
pi3,LogisticRegression(max_iter=100000),0.02,0.78,0.95,pi4,0.01,0.9448176583493282,0.9419385796545106,13.93,0.98,15.5974609375,True
pi4,LogisticRegression(max_iter=100000),0.02,0.77,0.94,pi2,0.0,0.946257197696737,0.9505758157389635,12.97,0.99,15.5974609375,True
pi4,LogisticRegression(max_iter=100000),0.02,0.77,0.94,pi3,0.0,0.9467370441458733,0.9524952015355086,13.93,0.97,15.5974609375,True
