model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.4,pi3,0.0,0.9849974133471289,0.9849974133471289,45.66,0.99,51.590768914473685,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.4,pi5,0.01,0.9777777777777777,0.9777777777777777,50.11,0.0,51.590768914473685,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.4,pi6,0.0,0.9865494050698397,0.9865494050698397,45.74,0.0,51.590768914473685,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.4,pi7,0.0,0.9824289405684754,0.9824289405684754,34.59,0.0,51.590768914473685,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.4,pi8,0.32,0.661148473874806,0.6911536471805484,43.02,0.0,51.590768914473685,False
pi3,LogisticRegression(max_iter=100000),0.98,0.07,5.75,pi1,0.0,0.983971044467425,0.983971044467425,45.66,0.96,51.590768914473685,False
pi3,LogisticRegression(max_iter=100000),0.98,0.07,5.75,pi4,0.0,0.9855222337125129,0.9855222337125129,36.44,0.0,51.590768914473685,False
pi3,LogisticRegression(max_iter=100000),0.98,0.07,5.75,pi5,0.01,0.9777777777777777,0.9777777777777777,38.03,0.0,51.590768914473685,False
pi3,LogisticRegression(max_iter=100000),0.98,0.07,5.75,pi7,0.0,0.9824289405684754,0.9824289405684754,37.21,0.0,51.590768914473685,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,3.01,pi1,0.01,0.983971044467425,0.983971044467425,50.11,0.0,51.590768914473685,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,3.01,pi3,0.01,0.9849974133471289,0.9849974133471289,38.03,0.0,51.590768914473685,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,3.01,pi4,0.01,0.9855222337125129,0.9855222337125129,48.99,0.99,51.590768914473685,False
pi5,LogisticRegression(max_iter=100000),0.98,0.06,3.01,pi7,0.0,0.9824289405684754,0.9824289405684754,42.63,0.99,51.590768914473685,False
pi6,LogisticRegression(max_iter=100000),0.99,0.08,7.46,pi1,0.0,0.983971044467425,0.983971044467425,45.74,0.0,51.590768914473685,False
pi6,LogisticRegression(max_iter=100000),0.99,0.08,7.46,pi7,0.0,0.9824289405684754,0.9824289405684754,53.67,0.99,51.590768914473685,False
pi6,LogisticRegression(max_iter=100000),0.99,0.08,7.46,pi8,0.44,0.5488877392653906,0.6911536471805484,34.79,0.98,51.590768914473685,False
