model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.58,pi3,0.0,0.9855222337125129,0.9855222337125129,34.9,0.99,49.7791015625,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.58,pi6,0.0,0.9860320744956027,0.9860320744956027,38.3,0.0,49.7791015625,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.58,pi7,0.0,0.9803312629399586,0.9803312629399586,33.88,0.0,49.7791015625,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.58,pi8,0.33,0.6481865284974093,0.6911917098445596,40.7,0.0,49.7791015625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.09,4.04,pi1,0.0,0.9818934299017071,0.9818934299017071,34.9,0.98,49.7791015625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.09,4.04,pi5,0.0,0.9808587687532333,0.9808587687532333,51.13,0.0,49.7791015625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.09,4.04,pi6,0.0,0.9860320744956027,0.9860320744956027,47.26,0.0,49.7791015625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.09,4.04,pi7,0.01,0.9803312629399586,0.9803312629399586,40.69,0.0,49.7791015625,False
pi3,LogisticRegression(max_iter=100000),0.99,0.09,4.04,pi8,0.37,0.616580310880829,0.6911917098445596,34.75,0.0,49.7791015625,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,5.93,pi1,0.0,0.9818934299017071,0.9818934299017071,38.3,0.0,49.7791015625,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,5.93,pi3,0.0,0.9855222337125129,0.9855222337125129,47.26,0.0,49.7791015625,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,5.93,pi7,0.01,0.9803312629399586,0.9803312629399586,40.2,0.99,49.7791015625,False
pi6,LogisticRegression(max_iter=100000),0.99,0.07,5.93,pi8,0.45,0.5409326424870466,0.6911917098445596,51.29,0.98,49.7791015625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,3.36,pi1,0.0,0.9818934299017071,0.9818934299017071,33.88,0.0,49.7791015625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,3.36,pi3,0.01,0.9855222337125129,0.9855222337125129,40.69,0.0,49.7791015625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,3.36,pi6,0.01,0.9860320744956027,0.9860320744956027,40.2,0.98,49.7791015625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.07,3.36,pi8,0.34,0.6383419689119171,0.6911917098445596,50.16,0.98,49.7791015625,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.03,126.46,pi1,0.29,0.9818934299017071,0.9818934299017071,40.7,0.0,49.7791015625,False
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.69,0.03,126.46,pi3,0.29,0.9855222337125129,0.9855222337125129,34.75,0.0,49.7791015625,False
