model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.38,pi3,0.0,0.9855222337125129,0.9855222337125129,53.44,1.0,53.6796875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.38,pi6,0.0,0.9855222337125129,0.9855222337125129,47.84,0.0,53.6796875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.38,pi7,0.0,0.9808686659772492,0.9808686659772492,35.99,0.0,53.6796875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.38,pi8,0.31,0.671664943123061,0.7094105480868665,45.95,0.0,53.6796875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.82,pi1,0.0,0.983971044467425,0.983971044467425,53.44,0.99,53.6796875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.82,pi4,0.0,0.98656330749354,0.98656330749354,53.34,0.0,53.6796875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.82,pi5,0.0,0.9829280910501811,0.9829280910501811,36.15,0.0,53.6796875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.82,pi6,0.0,0.9855222337125129,0.9855222337125129,36.71,0.0,53.6796875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.82,pi7,0.0,0.9808686659772492,0.9808686659772492,49.98,0.0,53.6796875,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,3.82,pi8,0.37,0.610651499482937,0.7094105480868665,35.35,0.0,53.6796875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.05,5.36,pi1,0.0,0.983971044467425,0.983971044467425,47.84,0.0,53.6796875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.05,5.36,pi3,0.0,0.9855222337125129,0.9855222337125129,36.71,0.0,53.6796875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.05,5.36,pi5,0.0,0.9829280910501811,0.9829280910501811,45.67,0.99,53.6796875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.05,5.36,pi7,0.0,0.9808686659772492,0.9808686659772492,38.21,0.99,53.6796875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.05,5.36,pi8,0.43,0.5594622543950362,0.7094105480868665,31.93,0.97,53.6796875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.1,pi1,0.0,0.983971044467425,0.983971044467425,35.99,0.0,53.6796875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.1,pi3,0.0,0.9855222337125129,0.9855222337125129,49.98,0.0,53.6796875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.1,pi6,0.0,0.9855222337125129,0.9855222337125129,38.21,0.99,53.6796875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,3.1,pi8,0.31,0.6675284384694933,0.7094105480868665,38.79,0.98,53.6796875,False
pi8,LogisticRegression(max_iter=100000),0.71,0.08,133.76,pi1,0.27,0.983971044467425,0.983971044467425,45.95,0.0,53.6796875,False
pi8,LogisticRegression(max_iter=100000),0.71,0.08,133.76,pi3,0.28,0.9855222337125129,0.9855222337125129,35.35,0.0,53.6796875,False
pi8,LogisticRegression(max_iter=100000),0.71,0.08,133.76,pi5,0.27,0.9829280910501811,0.9829280910501811,44.02,0.98,53.6796875,False
pi8,LogisticRegression(max_iter=100000),0.71,0.08,133.76,pi6,0.28,0.9855222337125129,0.9855222337125129,31.93,0.98,53.6796875,False
pi8,LogisticRegression(max_iter=100000),0.71,0.08,133.76,pi7,0.27,0.9808686659772492,0.9808686659772492,38.79,0.99,53.6796875,False
pi4,LogisticRegression(max_iter=100000),0.99,0.06,3.05,pi3,0.0,0.9855222337125129,0.9855222337125129,53.34,0.0,53.6796875,False
pi4,LogisticRegression(max_iter=100000),0.99,0.06,3.05,pi5,0.0,0.9829280910501811,0.9829280910501811,47.78,0.98,53.6796875,False
pi5,LogisticRegression(max_iter=100000),0.98,0.05,3.01,pi3,0.0,0.9855222337125129,0.9855222337125129,36.15,0.0,53.6796875,False
pi5,LogisticRegression(max_iter=100000),0.98,0.05,3.01,pi4,0.0,0.98656330749354,0.98656330749354,47.78,1.0,53.6796875,False
pi5,LogisticRegression(max_iter=100000),0.98,0.05,3.01,pi6,0.0,0.9855222337125129,0.9855222337125129,45.67,0.99,53.6796875,False
pi5,LogisticRegression(max_iter=100000),0.98,0.05,3.01,pi8,0.31,0.6701137538779731,0.7094105480868665,44.02,0.98,53.6796875,False
pi1,LogisticRegression(max_iter=100000),0.82,0.02,0.73,pi4,0.05,0.7727272727272727,0.7727272727272727,857.47,0.0,1166.8985460069443,True
pi1,LogisticRegression(max_iter=100000),0.82,0.02,0.73,pi5,0.03,0.85,0.85,1045.7,0.0,1166.8985460069443,True
pi1,LogisticRegression(max_iter=100000),0.82,0.02,0.73,pi7,0.04,0.7794117647058824,0.8088235294117647,857.86,0.0,1166.8985460069443,True
pi1,LogisticRegression(max_iter=100000),0.82,0.02,0.73,pi8,0.31,0.5121344119477287,0.7069072806471687,679.03,0.0,1166.8985460069443,True
pi4,LogisticRegression(max_iter=100000),0.77,0.01,0.73,pi1,0.05,0.8214285714285714,0.8214285714285714,857.47,0.0,1166.8985460069443,True
pi4,LogisticRegression(max_iter=100000),0.77,0.01,0.73,pi5,0.08,0.85,0.85,929.36,0.92,1166.8985460069443,True
pi4,LogisticRegression(max_iter=100000),0.77,0.01,0.73,pi6,0.11,0.88,0.88,1093.58,0.84,1166.8985460069443,True
pi4,LogisticRegression(max_iter=100000),0.77,0.01,0.73,pi7,0.01,0.7794117647058824,0.8088235294117647,1010.97,0.9,1166.8985460069443,True
pi4,LogisticRegression(max_iter=100000),0.77,0.01,0.73,pi8,0.39,0.3808338518979465,0.7069072806471687,823.41,0.78,1166.8985460069443,True
pi5,LogisticRegression(max_iter=100000),0.85,0.02,0.72,pi1,0.03,0.8214285714285714,0.8214285714285714,1045.7,0.0,1166.8985460069443,True
pi5,LogisticRegression(max_iter=100000),0.85,0.02,0.72,pi4,0.08,0.7727272727272727,0.7727272727272727,929.36,0.85,1166.8985460069443,True
pi5,LogisticRegression(max_iter=100000),0.85,0.02,0.72,pi7,0.07,0.7794117647058824,0.8088235294117647,978.1,0.83,1166.8985460069443,True
pi5,LogisticRegression(max_iter=100000),0.85,0.02,0.72,pi8,0.49,0.3621655258245177,0.7069072806471687,1203.03,0.82,1166.8985460069443,True
pi7,LogisticRegression(max_iter=100000),0.81,0.01,0.69,pi1,0.01,0.8214285714285714,0.8214285714285714,857.86,0.0,1166.8985460069443,True
pi7,LogisticRegression(max_iter=100000),0.81,0.01,0.69,pi4,0.01,0.7954545454545454,0.7727272727272727,1010.97,1.0,1166.8985460069443,True
pi7,LogisticRegression(max_iter=100000),0.81,0.01,0.69,pi5,0.02,0.8333333333333334,0.85,978.1,1.0,1166.8985460069443,True
pi7,LogisticRegression(max_iter=100000),0.81,0.01,0.69,pi8,0.45,0.3627878033602987,0.7069072806471687,869.24,0.92,1166.8985460069443,True
pi8,LogisticRegression(max_iter=100000),0.71,0.06,21.96,pi1,0.24,0.4642857142857143,0.8214285714285714,679.03,0.0,1166.8985460069443,True
pi8,LogisticRegression(max_iter=100000),0.71,0.06,21.96,pi3,0.2,0.5098039215686274,0.8627450980392157,997.26,0.0,1166.8985460069443,True
pi8,LogisticRegression(max_iter=100000),0.71,0.06,21.96,pi4,0.23,0.4772727272727273,0.7727272727272727,823.41,0.94,1166.8985460069443,True
pi8,LogisticRegression(max_iter=100000),0.71,0.06,21.96,pi5,0.24,0.4666666666666667,0.85,1203.03,1.0,1166.8985460069443,True
pi8,LogisticRegression(max_iter=100000),0.71,0.06,21.96,pi6,0.25,0.46,0.88,1094.55,1.0,1166.8985460069443,True
pi8,LogisticRegression(max_iter=100000),0.71,0.06,21.96,pi7,0.21,0.5,0.8088235294117647,869.24,0.97,1166.8985460069443,True
pi3,LogisticRegression(max_iter=100000),0.86,0.01,0.83,pi6,0.02,0.88,0.88,875.42,0.0,1166.8985460069443,True
pi3,LogisticRegression(max_iter=100000),0.86,0.01,0.83,pi8,0.35,0.5121344119477287,0.7069072806471687,997.26,0.0,1166.8985460069443,True
pi6,LogisticRegression(max_iter=100000),0.88,0.01,1.04,pi3,0.02,0.8627450980392157,0.8627450980392157,875.42,0.0,1166.8985460069443,True
pi6,LogisticRegression(max_iter=100000),0.88,0.01,1.04,pi4,0.11,0.7727272727272727,0.7727272727272727,1093.58,0.95,1166.8985460069443,True
pi6,LogisticRegression(max_iter=100000),0.88,0.01,1.04,pi8,0.37,0.5121344119477287,0.7069072806471687,1094.55,0.86,1166.8985460069443,True
