model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi2,LogisticRegression(max_iter=100000),0.98,0.13,4.7,pi4,0.01,0.9865354738477473,0.9865354738477473,41.66,0.99,46.11083984375,True
pi2,LogisticRegression(max_iter=100000),0.98,0.13,4.7,pi5,0.0,0.9850051706308169,0.9850051706308169,42.52,0.98,46.11083984375,True
pi4,LogisticRegression(max_iter=100000),0.99,0.11,4.31,pi2,0.01,0.9813664596273292,0.9813664596273292,41.66,0.98,46.11083984375,True
pi4,LogisticRegression(max_iter=100000),0.99,0.11,4.31,pi5,0.0,0.9850051706308169,0.9850051706308169,34.04,0.98,46.11083984375,True
pi5,LogisticRegression(max_iter=100000),0.99,0.08,3.59,pi2,0.0,0.9813664596273292,0.9813664596273292,42.52,0.99,46.11083984375,True
pi5,LogisticRegression(max_iter=100000),0.99,0.08,3.59,pi4,0.0,0.9865354738477473,0.9865354738477473,34.04,1.0,46.11083984375,True
pi2,LogisticRegression(max_iter=100000),0.98,0.07,3.04,pi4,0.01,0.9896432681242808,0.9896432681242808,48.52,0.99,52.40244140625,False
pi2,LogisticRegression(max_iter=100000),0.98,0.07,3.04,pi5,0.01,0.9885123492245835,0.9885123492245835,51.38,0.99,52.40244140625,False
pi4,LogisticRegression(max_iter=100000),0.99,0.07,4.45,pi2,0.01,0.9821941412981046,0.9821941412981046,48.52,0.97,52.40244140625,False
pi4,LogisticRegression(max_iter=100000),0.99,0.07,4.45,pi5,0.0,0.9885123492245835,0.9885123492245835,38.75,0.98,52.40244140625,False
pi5,LogisticRegression(max_iter=100000),0.99,0.08,3.8,pi2,0.01,0.9821941412981046,0.9821941412981046,51.38,0.98,52.40244140625,False
pi5,LogisticRegression(max_iter=100000),0.99,0.08,3.8,pi4,0.0,0.9896432681242808,0.9896432681242808,38.75,0.99,52.40244140625,False
