model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi2,LogisticRegression(max_iter=100000),0.01,0.76,0.96,pi4,0.0,0.9529750479846449,0.9529750479846449,16.5,0.98,23.53168402777778,True
pi4,LogisticRegression(max_iter=100000),0.01,0.66,0.95,pi2,0.0,0.9534995206136145,0.9563758389261745,16.5,0.99,23.53168402777778,True
pi2,LogisticRegression(max_iter=100000),0.01,0.7,0.97,pi3,0.01,0.9605543710021321,0.9605543710021321,17.12,0.99,37.83556189903846,False
pi2,LogisticRegression(max_iter=100000),0.01,0.7,0.97,pi4,0.0,0.967982924226254,0.967982924226254,23.8,0.98,37.83556189903846,False
pi3,LogisticRegression(max_iter=100000),0.01,0.65,0.96,pi2,0.01,0.9696323921150772,0.9696323921150772,17.12,0.98,37.83556189903846,False
pi4,LogisticRegression(max_iter=100000),0.01,0.64,0.97,pi2,0.0,0.9696323921150772,0.9696323921150772,23.8,0.99,37.83556189903846,False
