model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi2,LogisticRegression(max_iter=100000),0.02,0.85,0.95,pi3,0.01,0.9424184261036468,0.9424184261036468,9.62,0.99,13.462890625,True
pi3,LogisticRegression(max_iter=100000),0.02,0.83,0.94,pi2,0.01,0.954916067146283,0.954916067146283,9.62,0.99,13.462890625,True
pi2,LogisticRegression(max_iter=100000),0.02,0.71,0.97,pi3,0.01,0.9589114194236926,0.9589114194236926,14.76,0.98,20.20431857638889,False
pi3,LogisticRegression(max_iter=100000),0.01,0.7,0.96,pi2,0.01,0.9690831556503199,0.9690831556503199,14.76,0.98,20.20431857638889,False
