model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.99,0.06,3.31,pi3,0.0,0.9875776397515528,0.9875776397515528,32.71,0.99,51.532072368421055,False
pi1,LogisticRegression(max_iter=100000),0.99,0.06,3.31,pi5,0.01,0.9782721158820487,0.9782721158820487,38.2,0.0,51.532072368421055,False
pi1,LogisticRegression(max_iter=100000),0.99,0.06,3.31,pi7,0.0,0.9850129198966409,0.9850129198966409,36.0,0.0,51.532072368421055,False
pi1,LogisticRegression(max_iter=100000),0.99,0.06,3.31,pi8,0.33,0.6568475452196383,0.6930232558139535,46.54,0.0,51.532072368421055,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,7.28,pi1,0.0,0.9860320744956027,0.9860320744956027,32.71,0.98,51.532072368421055,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,7.28,pi5,0.01,0.9782721158820487,0.9782721158820487,36.36,0.0,51.532072368421055,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,7.28,pi7,0.0,0.9850129198966409,0.9850129198966409,35.17,0.0,51.532072368421055,False
pi3,LogisticRegression(max_iter=100000),0.99,0.07,7.28,pi8,0.34,0.6459948320413437,0.6930232558139535,42.47,0.0,51.532072368421055,False
pi5,LogisticRegression(max_iter=100000),0.98,0.07,2.73,pi1,0.01,0.9860320744956027,0.9860320744956027,38.2,0.0,51.532072368421055,False
pi5,LogisticRegression(max_iter=100000),0.98,0.07,2.73,pi3,0.01,0.9875776397515528,0.9875776397515528,36.36,0.0,51.532072368421055,False
pi5,LogisticRegression(max_iter=100000),0.98,0.07,2.73,pi4,0.01,0.9875712066286898,0.9875712066286898,50.67,0.98,51.532072368421055,False
pi5,LogisticRegression(max_iter=100000),0.98,0.07,2.73,pi7,0.01,0.9850129198966409,0.9850129198966409,36.79,0.98,51.532072368421055,False
pi5,LogisticRegression(max_iter=100000),0.98,0.07,2.73,pi8,0.32,0.6589147286821705,0.6930232558139535,37.67,0.96,51.532072368421055,False
pi7,LogisticRegression(max_iter=100000),0.99,0.05,3.25,pi1,0.0,0.9860320744956027,0.9860320744956027,36.0,0.0,51.532072368421055,False
pi7,LogisticRegression(max_iter=100000),0.99,0.05,3.25,pi3,0.0,0.9875776397515528,0.9875776397515528,35.17,0.0,51.532072368421055,False
pi7,LogisticRegression(max_iter=100000),0.99,0.05,3.25,pi5,0.01,0.9782721158820487,0.9782721158820487,36.79,0.98,51.532072368421055,False
