model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.59,pi4,0.0,0.9880952380952381,0.9880952380952381,56.48,0.0,55.065583881578945,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.59,pi6,0.0,0.9886246122026887,0.9886246122026887,34.54,0.0,55.065583881578945,False
pi1,LogisticRegression(max_iter=100000),0.98,0.07,3.59,pi8,0.32,0.6666666666666666,0.6956521739130435,51.27,0.0,55.065583881578945,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,4.06,pi1,0.0,0.9839627521986549,0.9839627521986549,56.48,0.0,55.065583881578945,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,4.06,pi3,0.0,0.9865424430641822,0.9865424430641822,46.1,0.0,55.065583881578945,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,4.06,pi5,0.01,0.9803312629399586,0.9803312629399586,36.1,0.99,55.065583881578945,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,4.06,pi7,0.01,0.9818934299017071,0.9818934299017071,51.99,0.98,55.065583881578945,False
pi4,LogisticRegression(max_iter=100000),0.99,0.08,4.06,pi8,0.34,0.651656314699793,0.6956521739130435,44.02,0.98,55.065583881578945,False
pi6,LogisticRegression(max_iter=100000),0.99,0.08,9.18,pi1,0.0,0.9839627521986549,0.9839627521986549,34.54,0.0,55.065583881578945,False
pi8,LogisticRegression(max_iter=100000),0.7,0.09,129.8,pi1,0.29,0.9839627521986549,0.9839627521986549,51.27,0.0,55.065583881578945,False
pi8,LogisticRegression(max_iter=100000),0.7,0.09,129.8,pi3,0.29,0.9865424430641822,0.9865424430641822,36.29,0.0,55.065583881578945,False
pi8,LogisticRegression(max_iter=100000),0.7,0.09,129.8,pi4,0.29,0.9880952380952381,0.9880952380952381,44.02,0.98,55.065583881578945,False
