model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi2,LogisticRegression(max_iter=100000),0.02,0.61,0.97,pi3,0.01,0.963121325494388,0.9625868519508284,16.04,1.0,21.3283203125,False
pi3,LogisticRegression(max_iter=100000),0.01,0.63,0.96,pi2,0.01,0.968482905982906,0.968482905982906,16.04,0.96,21.3283203125,False
