model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi3,LogisticRegression(max_iter=100000),0.02,0.75,0.95,pi4,0.0,0.9587529976019185,0.9597122302158273,16.67,0.98,19.64501953125,True
pi4,LogisticRegression(max_iter=100000),0.01,0.78,0.96,pi3,0.01,0.9490874159462056,0.9538904899135446,16.67,0.98,19.64501953125,True
pi2,LogisticRegression(max_iter=100000),0.01,0.58,0.97,pi3,0.0,0.9690336358782702,0.9684997330485852,26.32,0.99,25.871233258928573,False
pi3,LogisticRegression(max_iter=100000),0.01,0.67,0.97,pi2,0.0,0.9696162046908315,0.9696162046908315,26.32,0.98,25.871233258928573,False
pi3,LogisticRegression(max_iter=100000),0.01,0.67,0.97,pi4,0.0,0.9707291112293773,0.9707291112293773,23.84,0.97,25.871233258928573,False
pi4,LogisticRegression(max_iter=100000),0.02,0.62,0.97,pi3,0.01,0.9647624132407902,0.9684997330485852,23.84,0.98,25.871233258928573,False
