model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi3,"LogisticRegression(C=0.01, max_iter=100000)",0.01,0.71,0.95,pi4,0.0,0.9540009583133685,0.9540009583133685,13.51,0.97,13.873616536458334,True
pi4,LogisticRegression(max_iter=100000),0.01,0.7,0.95,pi3,0.0,0.9524952015355086,0.9534548944337812,13.51,0.98,13.873616536458334,True
pi4,LogisticRegression(max_iter=100000),0.01,0.7,0.95,pi5,0.01,0.9481765834932822,0.9520153550863724,11.28,0.98,13.873616536458334,True
pi5,LogisticRegression(max_iter=100000),0.02,0.79,0.95,pi4,0.0,0.9544801149976042,0.9540009583133685,11.28,0.98,13.873616536458334,True
pi2,LogisticRegression(max_iter=100000),0.01,0.55,0.97,pi3,0.01,0.9706353443673251,0.9706353443673251,20.04,0.98,23.822428385416668,False
pi3,LogisticRegression(max_iter=100000),0.01,0.71,0.97,pi2,0.01,0.9652592196686264,0.9652592196686264,20.04,0.98,23.822428385416668,False
pi4,LogisticRegression(max_iter=100000),0.01,0.57,0.97,pi5,0.0,0.9663820704375667,0.9663820704375667,20.47,0.99,23.822428385416668,False
pi5,LogisticRegression(max_iter=100000),0.01,0.7,0.97,pi4,0.0,0.9696647152740819,0.9696647152740819,20.47,0.97,23.822428385416668,False
