model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.22,pi3,0.0,0.9844800827728919,0.9844800827728919,31.96,1.0,59.72763671875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.22,pi4,0.01,0.9870600414078675,0.9870600414078675,56.64,0.0,59.72763671875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.22,pi6,0.01,0.9875776397515528,0.9875776397515528,55.71,0.0,59.72763671875,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.22,pi7,0.0,0.983445421624418,0.983445421624418,32.39,0.0,59.72763671875,False
pi3,LogisticRegression(max_iter=100000),0.98,0.06,3.92,pi1,0.0,0.9808587687532333,0.9808587687532333,31.96,0.98,59.72763671875,False
pi3,LogisticRegression(max_iter=100000),0.98,0.06,3.92,pi4,0.0,0.9870600414078675,0.9870600414078675,50.01,0.0,59.72763671875,False
pi3,LogisticRegression(max_iter=100000),0.98,0.06,3.92,pi5,0.0,0.9854997410668047,0.9854997410668047,59.65,0.0,59.72763671875,False
pi3,LogisticRegression(max_iter=100000),0.98,0.06,3.92,pi6,0.0,0.9875776397515528,0.9875776397515528,55.05,0.0,59.72763671875,False
pi3,LogisticRegression(max_iter=100000),0.98,0.06,3.92,pi7,0.0,0.983445421624418,0.983445421624418,31.76,0.0,59.72763671875,False
pi4,LogisticRegression(max_iter=100000),0.99,0.05,3.23,pi1,0.01,0.9808587687532333,0.9808587687532333,56.64,0.0,59.72763671875,False
pi4,LogisticRegression(max_iter=100000),0.99,0.05,3.23,pi3,0.0,0.9844800827728919,0.9844800827728919,50.01,0.0,59.72763671875,False
pi4,LogisticRegression(max_iter=100000),0.99,0.05,3.23,pi5,0.0,0.9854997410668047,0.9854997410668047,33.42,0.98,59.72763671875,False
pi4,LogisticRegression(max_iter=100000),0.99,0.05,3.23,pi7,0.0,0.983445421624418,0.983445421624418,52.75,0.99,59.72763671875,False
pi4,LogisticRegression(max_iter=100000),0.99,0.05,3.23,pi8,0.32,0.6637351267459907,0.69425763062597,51.14,0.98,59.72763671875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,5.96,pi1,0.01,0.9808587687532333,0.9808587687532333,55.71,0.0,59.72763671875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,5.96,pi3,0.0,0.9844800827728919,0.9844800827728919,55.05,0.0,59.72763671875,False
pi6,LogisticRegression(max_iter=100000),0.99,0.06,5.96,pi7,0.0,0.983445421624418,0.983445421624418,47.92,0.99,59.72763671875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.84,pi1,0.0,0.9808587687532333,0.9808587687532333,32.39,0.0,59.72763671875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.84,pi3,0.0,0.9844800827728919,0.9844800827728919,31.76,0.0,59.72763671875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.84,pi4,0.0,0.9870600414078675,0.9870600414078675,52.75,0.99,59.72763671875,False
pi7,LogisticRegression(max_iter=100000),0.98,0.06,2.84,pi6,0.0,0.9875776397515528,0.9875776397515528,47.92,0.98,59.72763671875,False
pi5,LogisticRegression(max_iter=100000),0.99,0.07,2.85,pi3,0.0,0.9844800827728919,0.9844800827728919,59.65,0.0,59.72763671875,False
pi5,LogisticRegression(max_iter=100000),0.99,0.07,2.85,pi4,0.0,0.9870600414078675,0.9870600414078675,33.42,0.99,59.72763671875,False
pi5,LogisticRegression(max_iter=100000),0.99,0.07,2.85,pi8,0.32,0.661665804449043,0.69425763062597,50.8,0.98,59.72763671875,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.69,0.03,106.21,pi4,0.29,0.9870600414078675,0.9870600414078675,51.14,1.0,59.72763671875,False
pi8,"LogisticRegression(C=0.1, max_iter=100000, solver='liblinear')",0.69,0.03,106.21,pi5,0.29,0.9854997410668047,0.9854997410668047,50.8,0.98,59.72763671875,False
