model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.85,0.0,0.9,pi3,0.0,0.8518518518518519,0.8888888888888888,821.9,0.97,2097.04208984375,True
pi1,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.85,0.0,0.9,pi4,0.04,0.8913043478260869,0.8913043478260869,1195.21,0.0,2097.04208984375,True
pi1,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.85,0.0,0.9,pi5,0.03,0.82,0.88,1475.72,0.0,2097.04208984375,True
pi1,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.85,0.0,0.9,pi6,0.23,0.627906976744186,0.6744186046511628,1106.36,0.0,2097.04208984375,True
pi1,"LogisticRegression(C=0.01, max_iter=100000, solver='liblinear')",0.85,0.0,0.9,pi8,0.47,0.384321223709369,0.6845124282982792,856.53,0.0,2097.04208984375,True
pi3,LogisticRegression(max_iter=100000),0.89,0.01,0.93,pi1,0.04,0.8529411764705882,0.8529411764705882,821.9,0.98,2097.04208984375,True
pi3,LogisticRegression(max_iter=100000),0.89,0.01,0.93,pi4,0.0,0.8913043478260869,0.8913043478260869,787.5,0.0,2097.04208984375,True
pi3,LogisticRegression(max_iter=100000),0.89,0.01,0.93,pi5,0.01,0.88,0.88,973.53,0.0,2097.04208984375,True
pi3,LogisticRegression(max_iter=100000),0.89,0.01,0.93,pi6,0.21,0.6744186046511628,0.6744186046511628,1000.08,0.0,2097.04208984375,True
pi3,LogisticRegression(max_iter=100000),0.89,0.01,0.93,pi8,0.37,0.5162523900573613,0.6845124282982792,906.02,0.0,2097.04208984375,True
pi4,LogisticRegression(max_iter=100000),0.89,0.02,0.82,pi1,0.04,0.8529411764705882,0.8529411764705882,1195.21,0.0,2097.04208984375,True
pi4,LogisticRegression(max_iter=100000),0.89,0.02,0.82,pi3,0.0,0.8888888888888888,0.8888888888888888,787.5,0.0,2097.04208984375,True
pi4,LogisticRegression(max_iter=100000),0.89,0.02,0.82,pi5,0.01,0.88,0.88,1000.88,0.91,2097.04208984375,True
pi4,LogisticRegression(max_iter=100000),0.89,0.02,0.82,pi6,0.22,0.6744186046511628,0.6744186046511628,1111.27,0.89,2097.04208984375,True
pi4,LogisticRegression(max_iter=100000),0.89,0.02,0.82,pi8,0.51,0.384321223709369,0.6845124282982792,1006.97,0.93,2097.04208984375,True
pi5,LogisticRegression(max_iter=100000),0.88,0.02,0.82,pi1,0.03,0.8529411764705882,0.8529411764705882,1475.72,0.0,2097.04208984375,True
pi5,LogisticRegression(max_iter=100000),0.88,0.02,0.82,pi3,0.01,0.8888888888888888,0.8888888888888888,973.53,0.0,2097.04208984375,True
pi5,LogisticRegression(max_iter=100000),0.88,0.02,0.82,pi4,0.01,0.8913043478260869,0.8913043478260869,1000.88,0.93,2097.04208984375,True
pi5,LogisticRegression(max_iter=100000),0.88,0.02,0.82,pi6,0.21,0.6744186046511628,0.6744186046511628,1019.53,0.8,2097.04208984375,True
pi5,LogisticRegression(max_iter=100000),0.88,0.02,0.82,pi8,0.36,0.521351179094965,0.6845124282982792,1016.67,0.79,2097.04208984375,True
pi6,LogisticRegression(max_iter=100000),0.67,0.01,0.97,pi1,0.18,0.8529411764705882,0.8529411764705882,1106.36,0.0,2097.04208984375,True
pi6,LogisticRegression(max_iter=100000),0.67,0.01,0.97,pi3,0.21,0.8888888888888888,0.8888888888888888,1000.08,0.0,2097.04208984375,True
pi6,LogisticRegression(max_iter=100000),0.67,0.01,0.97,pi4,0.22,0.8913043478260869,0.8913043478260869,1111.27,0.97,2097.04208984375,True
pi6,LogisticRegression(max_iter=100000),0.67,0.01,0.97,pi5,0.21,0.88,0.88,1019.53,0.98,2097.04208984375,True
pi6,LogisticRegression(max_iter=100000),0.67,0.01,0.97,pi8,0.16,0.5168897386870618,0.6845124282982792,995.59,0.93,2097.04208984375,True
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.68,0.02,7.7,pi1,0.21,0.47058823529411764,0.8529411764705882,856.53,0.0,2097.04208984375,True
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.68,0.02,7.7,pi3,0.18,0.5,0.8888888888888888,906.02,0.0,2097.04208984375,True
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.68,0.02,7.7,pi4,0.21,0.4782608695652174,0.8913043478260869,1006.97,0.94,2097.04208984375,True
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.68,0.02,7.7,pi5,0.2,0.48,0.88,1016.67,0.93,2097.04208984375,True
pi8,"LogisticRegression(C=1, max_iter=100000, solver='liblinear')",0.68,0.02,7.7,pi6,0.2,0.4883720930232558,0.6744186046511628,995.59,0.8,2097.04208984375,True
pi2,LogisticRegression(max_iter=100000),0.8,0.04,0.88,pi10,0.3,0.496742671009772,0.7182410423452769,627.02,0.0,2097.04208984375,True
pi10,LogisticRegression(max_iter=100000),0.72,0.03,1.82,pi2,0.25,0.4714285714285714,0.8,627.02,0.46,2097.04208984375,True
