model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.76,pi3,0.0,0.9839793281653747,0.9839793281653747,51.71,0.99,53.12431640625,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.76,pi5,0.01,0.9793067770305225,0.9793067770305225,46.62,0.0,53.12431640625,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.76,pi6,0.0,0.9839793281653747,0.9839793281653747,35.85,0.0,53.12431640625,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.76,pi7,0.0,0.9813760993274703,0.9813760993274703,47.18,0.0,53.12431640625,False
pi1,LogisticRegression(max_iter=100000),0.98,0.08,3.76,pi8,0.32,0.6644225789746245,0.6970481615743138,34.0,0.0,53.12431640625,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,6.84,pi1,0.0,0.9849974133471289,0.9849974133471289,51.71,0.99,53.12431640625,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,6.84,pi5,0.0,0.9793067770305225,0.9793067770305225,42.67,0.0,53.12431640625,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,6.84,pi6,0.0,0.9839793281653747,0.9839793281653747,44.31,0.0,53.12431640625,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,6.84,pi7,0.0,0.9813760993274703,0.9813760993274703,32.33,0.0,53.12431640625,False
pi3,LogisticRegression(max_iter=100000),0.98,0.08,6.84,pi8,0.43,0.5577421025375453,0.6970481615743138,39.68,0.0,53.12431640625,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.3,pi1,0.01,0.9849974133471289,0.9849974133471289,46.62,0.0,53.12431640625,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.3,pi3,0.0,0.9839793281653747,0.9839793281653747,42.67,0.0,53.12431640625,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.3,pi4,0.01,0.986046511627907,0.986046511627907,53.32,0.99,53.12431640625,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.3,pi6,0.0,0.9839793281653747,0.9839793281653747,54.76,0.98,53.12431640625,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.3,pi7,0.0,0.9813760993274703,0.9813760993274703,38.34,0.99,53.12431640625,False
pi5,LogisticRegression(max_iter=100000),0.98,0.08,3.3,pi8,0.3,0.675297773174521,0.6970481615743138,42.25,0.98,53.12431640625,False
pi6,LogisticRegression(max_iter=100000),0.98,0.07,7.63,pi1,0.0,0.9849974133471289,0.9849974133471289,35.85,0.0,53.12431640625,False
pi6,LogisticRegression(max_iter=100000),0.98,0.07,7.63,pi3,0.0,0.9839793281653747,0.9839793281653747,44.31,0.0,53.12431640625,False
pi6,LogisticRegression(max_iter=100000),0.98,0.07,7.63,pi5,0.0,0.9793067770305225,0.9793067770305225,54.76,0.99,53.12431640625,False
pi6,LogisticRegression(max_iter=100000),0.98,0.07,7.63,pi7,0.0,0.9813760993274703,0.9813760993274703,43.46,1.0,53.12431640625,False
pi6,LogisticRegression(max_iter=100000),0.98,0.07,7.63,pi8,0.43,0.5561885033661316,0.6970481615743138,33.75,0.99,53.12431640625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.37,pi1,0.0,0.9849974133471289,0.9849974133471289,47.18,0.0,53.12431640625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.37,pi3,0.0,0.9839793281653747,0.9839793281653747,32.33,0.0,53.12431640625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.37,pi5,0.0,0.9793067770305225,0.9793067770305225,38.34,0.98,53.12431640625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.37,pi6,0.0,0.9839793281653747,0.9839793281653747,43.46,0.98,53.12431640625,False
pi7,LogisticRegression(max_iter=100000),0.98,0.08,3.37,pi8,0.31,0.6742620403935785,0.6970481615743138,37.94,0.98,53.12431640625,False
pi8,LogisticRegression(max_iter=100000),0.7,0.09,60.51,pi1,0.29,0.9849974133471289,0.9849974133471289,34.0,0.0,53.12431640625,False
pi8,LogisticRegression(max_iter=100000),0.7,0.09,60.51,pi3,0.29,0.9839793281653747,0.9839793281653747,39.68,0.0,53.12431640625,False
pi8,LogisticRegression(max_iter=100000),0.7,0.09,60.51,pi5,0.28,0.9793067770305225,0.9793067770305225,42.25,0.98,53.12431640625,False
pi8,LogisticRegression(max_iter=100000),0.7,0.09,60.51,pi6,0.29,0.9839793281653747,0.9839793281653747,33.75,0.98,53.12431640625,False
pi8,LogisticRegression(max_iter=100000),0.7,0.09,60.51,pi7,0.28,0.9813760993274703,0.9813760993274703,37.94,0.99,53.12431640625,False
pi4,LogisticRegression(max_iter=100000),0.99,0.07,5.67,pi5,0.01,0.9793067770305225,0.9793067770305225,53.32,0.98,53.12431640625,False
pi1,LogisticRegression(max_iter=100000),0.78,0.02,0.71,pi3,0.17,0.9454545454545454,0.9454545454545454,1065.31,0.98,1393.11513671875,True
pi1,LogisticRegression(max_iter=100000),0.78,0.02,0.71,pi4,0.12,0.8979591836734694,0.8979591836734694,889.98,0.0,1393.11513671875,True
pi1,LogisticRegression(max_iter=100000),0.78,0.02,0.71,pi5,0.06,0.7183098591549296,0.7605633802816901,1458.69,0.0,1393.11513671875,True
pi1,LogisticRegression(max_iter=100000),0.78,0.02,0.71,pi6,0.12,0.896551724137931,0.896551724137931,1346.86,0.0,1393.11513671875,True
pi1,LogisticRegression(max_iter=100000),0.78,0.02,0.71,pi7,0.02,0.803030303030303,0.7878787878787878,960.09,0.0,1393.11513671875,True
pi1,LogisticRegression(max_iter=100000),0.78,0.02,0.71,pi8,0.29,0.48633879781420764,0.692167577413479,1161.08,0.0,1393.11513671875,True
pi3,LogisticRegression(max_iter=100000),0.95,0.01,1.25,pi1,0.17,0.78,0.78,1065.31,0.98,1393.11513671875,True
pi3,LogisticRegression(max_iter=100000),0.95,0.01,1.25,pi4,0.05,0.8979591836734694,0.8979591836734694,896.19,0.0,1393.11513671875,True
pi3,LogisticRegression(max_iter=100000),0.95,0.01,1.25,pi6,0.05,0.896551724137931,0.896551724137931,989.57,0.0,1393.11513671875,True
pi3,LogisticRegression(max_iter=100000),0.95,0.01,1.25,pi7,0.14,0.803030303030303,0.7878787878787878,993.99,0.0,1393.11513671875,True
pi3,LogisticRegression(max_iter=100000),0.95,0.01,1.25,pi8,0.43,0.5106253794778385,0.692167577413479,644.48,0.0,1393.11513671875,True
pi4,LogisticRegression(max_iter=100000),0.9,0.02,1.05,pi1,0.12,0.78,0.78,889.98,0.0,1393.11513671875,True
pi4,LogisticRegression(max_iter=100000),0.9,0.02,1.05,pi3,0.05,0.9454545454545454,0.9454545454545454,896.19,0.0,1393.11513671875,True
pi4,LogisticRegression(max_iter=100000),0.9,0.02,1.05,pi5,0.18,0.7183098591549296,0.7605633802816901,1278.3,0.95,1393.11513671875,True
pi4,LogisticRegression(max_iter=100000),0.9,0.02,1.05,pi6,0.0,0.896551724137931,0.896551724137931,842.72,0.88,1393.11513671875,True
pi4,LogisticRegression(max_iter=100000),0.9,0.02,1.05,pi7,0.09,0.803030303030303,0.7878787878787878,859.93,0.92,1393.11513671875,True
pi4,LogisticRegression(max_iter=100000),0.9,0.02,1.05,pi8,0.39,0.5106253794778385,0.692167577413479,870.24,0.76,1393.11513671875,True
pi5,"LogisticRegression(C=0.01, max_iter=100000)",0.76,0.01,0.74,pi1,0.06,0.82,0.78,1458.69,0.0,1393.11513671875,True
