model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi3,LogisticRegression(max_iter=100000),0.01,0.65,0.96,pi4,0.0,0.9647435897435898,0.9647435897435898,27.47,0.98,35.97398158482143,False
pi4,LogisticRegression(max_iter=100000),0.01,0.63,0.96,pi3,0.0,0.9610874200426439,0.9605543710021321,27.47,0.99,35.97398158482143,False
pi4,LogisticRegression(max_iter=100000),0.01,0.63,0.96,pi5,0.0,0.9658848614072495,0.9653518123667377,26.68,0.97,35.97398158482143,False
pi5,LogisticRegression(max_iter=100000),0.01,0.73,0.97,pi4,0.0,0.9647435897435898,0.9647435897435898,26.68,0.95,35.97398158482143,False
