model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,asmmd,balanced
pi2,LogisticRegression(max_iter=100000),0.02,0.58,0.97,pi4,0.0,0.9670212765957447,0.9670212765957447,15.9,0.98,17.663364955357142,False
pi4,LogisticRegression(max_iter=100000),0.01,0.56,0.97,pi2,0.0,0.9691325172964342,0.9691325172964342,15.9,0.97,17.663364955357142,False
