model_node,model,score,test_node,discrepancy,method,std,experiment
pi2,"SVR(C=100, epsilon=0.2)",0.9904888833965036,pi4,0.08138283085271092,MMD,False,1
pi4,"SVR(C=100, epsilon=1)",0.9614898088902469,pi2,0.07805908421643215,MMD,False,1
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.9841213473361546,pi4,0.0016485652568483111,MMD,False,1
pi4,"SVR(C=100, epsilon=1, kernel='linear')",0.931907441017568,pi2,0.010893707580722611,MMD,False,1
pi2,LinearRegression(),0.9841651924589049,pi4,0.005627320675135827,MMD,False,1
pi4,LinearRegression(),0.9349255274240291,pi2,0.005093130479045138,MMD,False,1
pi2,"SVR(C=100, epsilon=0.2)",0.9904888833965036,pi4,0.08138283085271092,OCSVM,False,1
pi4,"SVR(C=100, epsilon=1)",0.9614898088902469,pi2,0.07805908421643215,OCSVM,False,1
pi4,"SVR(C=100, epsilon=1)",0.9614898088902469,pi3,0.3945808120738422,OCSVM,False,1
pi3,"SVR(C=10, epsilon=0.2)",0.9799366183671075,pi4,4.329147970591572,OCSVM,False,1
pi3,"SVR(C=10, epsilon=0.2)",0.9799366183671075,pi5,0.6189588404180838,OCSVM,False,1
pi5,"SVR(C=100, epsilon=1)",0.5056165869721131,pi3,0.9179862042894316,OCSVM,False,1
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.9841213473361546,pi4,0.0016485652568483111,OCSVM,False,1
pi4,"SVR(C=100, epsilon=1, kernel='linear')",0.931907441017568,pi2,0.010893707580722611,OCSVM,False,1
pi4,"SVR(C=100, epsilon=1, kernel='linear')",0.931907441017568,pi3,0.10103120218103301,OCSVM,False,1
pi3,"SVR(C=10, epsilon=1, kernel='linear')",0.91989181750411,pi4,0.7700976133808757,OCSVM,False,1
pi3,"SVR(C=10, epsilon=1, kernel='linear')",0.91989181750411,pi5,0.5338854814438778,OCSVM,False,1
pi5,"SVR(C=10, kernel='linear')",0.3019712243774184,pi3,0.7018330054934806,OCSVM,False,1
pi2,LinearRegression(),0.9841651924589049,pi4,0.005627320675135827,OCSVM,False,1
pi4,LinearRegression(),0.9349255274240291,pi2,0.005093130479045138,OCSVM,False,1
pi4,LinearRegression(),0.9349255274240291,pi3,0.1450753904599309,OCSVM,False,1
pi3,LinearRegression(),0.9206305792815082,pi4,0.7477453345568428,OCSVM,False,1
pi3,LinearRegression(),0.9206305792815082,pi5,0.5658580185126946,OCSVM,False,1
pi5,LinearRegression(normalize=True),0.3638304031793428,pi3,0.575956798641779,OCSVM,False,1
pi2,"SVR(C=100, epsilon=0.2)",0.9904888833965036,pi4,0.08138283085271092,MMD OCSVM Verify,False,1
pi4,"SVR(C=100, epsilon=1)",0.9614898088902469,pi2,0.07805908421643215,MMD OCSVM Verify,False,1
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.9841213473361546,pi4,0.0016485652568483111,MMD OCSVM Verify,False,1
pi4,"SVR(C=100, epsilon=1, kernel='linear')",0.931907441017568,pi2,0.010893707580722611,MMD OCSVM Verify,False,1
pi2,LinearRegression(),0.9841651924589049,pi4,0.005627320675135827,MMD OCSVM Verify,False,1
pi4,LinearRegression(),0.9349255274240291,pi2,0.005093130479045138,MMD OCSVM Verify,False,1
pi2,"SVR(C=100, epsilon=0.01)",0.9906073328764807,pi4,0.106760786624988,MMD,True,1
pi4,SVR(C=100),0.9639832338935692,pi2,0.07566937184767619,MMD,True,1
pi2,SVR(kernel='linear'),0.9841282950066292,pi4,0.0031676013177097673,MMD,True,1
pi4,"SVR(C=100, epsilon=0.2, kernel='linear')",0.932700548377156,pi2,0.004864703402970627,MMD,True,1
pi2,LinearRegression(),0.9841651922822948,pi4,0.005627341775782058,MMD,True,1
pi4,LinearRegression(),0.9349255283543533,pi2,0.00509313559911162,MMD,True,1
pi2,"SVR(C=100, epsilon=0.01)",0.9906073328764807,pi4,0.106760786624988,OCSVM,True,1
pi4,SVR(C=100),0.9639832338935692,pi2,0.07566937184767619,OCSVM,True,1
pi4,SVR(C=100),0.9639832338935692,pi3,0.3835691552001951,OCSVM,True,1
pi3,SVR(),0.9798098526242637,pi4,4.527880370103059,OCSVM,True,1
pi3,SVR(),0.9798098526242637,pi5,0.73820110471964,OCSVM,True,1
pi5,"SVR(C=100, epsilon=0.5)",0.5278106476801336,pi3,0.7750134519016253,OCSVM,True,1
pi2,SVR(kernel='linear'),0.9841282950066292,pi4,0.0031676013177097673,OCSVM,True,1
pi4,"SVR(C=100, epsilon=0.2, kernel='linear')",0.932700548377156,pi2,0.004864703402970627,OCSVM,True,1
pi4,"SVR(C=100, epsilon=0.2, kernel='linear')",0.932700548377156,pi3,0.12828805451747427,OCSVM,True,1
pi3,SVR(kernel='linear'),0.9205602017311804,pi4,0.7497200152862264,OCSVM,True,1
pi3,SVR(kernel='linear'),0.9205602017311804,pi5,0.5721426299309245,OCSVM,True,1
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.36193705962674616,pi3,0.6234017178849147,OCSVM,True,1
pi2,LinearRegression(),0.9841651922822948,pi4,0.005627341775782058,OCSVM,True,1
pi4,LinearRegression(),0.9349255283543533,pi2,0.00509313559911162,OCSVM,True,1
pi4,LinearRegression(),0.9349255283543533,pi3,0.14507539889075494,OCSVM,True,1
pi3,LinearRegression(),0.9206305203986458,pi4,0.7477431007328893,OCSVM,True,1
pi3,LinearRegression(),0.9206305203986458,pi5,0.5658564784251505,OCSVM,True,1
pi5,LinearRegression(),0.363830382336507,pi3,0.575956916420236,OCSVM,True,1
pi2,"SVR(C=100, epsilon=0.01)",0.9906073328764807,pi4,0.106760786624988,MMD OCSVM Verify,True,1
pi4,SVR(C=100),0.9639832338935692,pi2,0.07566937184767619,MMD OCSVM Verify,True,1
pi2,SVR(kernel='linear'),0.9841282950066292,pi4,0.0031676013177097673,MMD OCSVM Verify,True,1
pi4,"SVR(C=100, epsilon=0.2, kernel='linear')",0.932700548377156,pi2,0.004864703402970627,MMD OCSVM Verify,True,1
pi2,LinearRegression(),0.9841651922822948,pi4,0.005627341775782058,MMD OCSVM Verify,True,1
pi4,LinearRegression(),0.9349255283543533,pi2,0.00509313559911162,MMD OCSVM Verify,True,1
pi3,"SVR(C=100, epsilon=1)",0.4482256949893325,pi5,0.39391404001646524,MMD,False,2
pi5,"SVR(C=10, epsilon=0.2)",0.6282719511383899,pi3,0.3842497657593713,MMD,False,2
pi3,"SVR(C=0.01, epsilon=1, kernel='linear')",0.3293208081186353,pi5,0.06757225251020216,MMD,False,2
pi5,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.5694810759444637,pi3,0.1264484052302225,MMD,False,2
pi3,LinearRegression(),0.36246607625289806,pi5,0.3694529854237921,MMD,False,2
pi5,LinearRegression(normalize=True),0.5705064320427853,pi3,0.17166419613296513,MMD,False,2
pi2,"SVR(C=100, epsilon=0.5)",0.8424424583805605,pi4,0.4699378978274428,OCSVM,False,2
pi2,"SVR(C=100, epsilon=0.5)",0.8424424583805605,pi5,22.86760052153667,OCSVM,False,2
pi4,"SVR(C=1, epsilon=1)",0.521736918915087,pi2,4.785890501631161,OCSVM,False,2
pi4,"SVR(C=1, epsilon=1)",0.521736918915087,pi3,8.35549466685259,OCSVM,False,2
pi4,"SVR(C=1, epsilon=1)",0.521736918915087,pi5,10.626059450403524,OCSVM,False,2
pi5,"SVR(C=10, epsilon=0.2)",0.6282719511383899,pi2,17.983648051885854,OCSVM,False,2
pi5,"SVR(C=10, epsilon=0.2)",0.6282719511383899,pi3,0.3842497657593713,OCSVM,False,2
pi5,"SVR(C=10, epsilon=0.2)",0.6282719511383899,pi4,2.894948883835676,OCSVM,False,2
pi3,"SVR(C=100, epsilon=1)",0.4482256949893325,pi4,3.8495796781992464,OCSVM,False,2
pi3,"SVR(C=100, epsilon=1)",0.4482256949893325,pi5,0.39391404001646524,OCSVM,False,2
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.7817680849518739,pi4,0.1778968723236447,OCSVM,False,2
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.7817680849518739,pi5,23.036493651681962,OCSVM,False,2
pi4,"SVR(C=1e-05, epsilon=0.5, kernel='linear')",-0.0042366509852640455,pi2,1.0892871834773086,OCSVM,False,2
pi4,"SVR(C=1e-05, epsilon=0.5, kernel='linear')",-0.0042366509852640455,pi3,8.927967093841954,OCSVM,False,2
pi4,"SVR(C=1e-05, epsilon=0.5, kernel='linear')",-0.0042366509852640455,pi5,30.007332088592047,OCSVM,False,2
pi5,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.5694810759444637,pi2,17.90568720963524,OCSVM,False,2
pi5,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.5694810759444637,pi3,0.1264484052302225,OCSVM,False,2
pi5,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.5694810759444637,pi4,2.464939071607984,OCSVM,False,2
pi3,"SVR(C=0.01, epsilon=1, kernel='linear')",0.3293208081186353,pi4,3.1966916711197766,OCSVM,False,2
pi3,"SVR(C=0.01, epsilon=1, kernel='linear')",0.3293208081186353,pi5,0.06757225251020216,OCSVM,False,2
pi2,LinearRegression(normalize=True),0.7831272731082217,pi4,0.24608671729796916,OCSVM,False,2
pi2,LinearRegression(normalize=True),0.7831272731082217,pi5,22.701132076212698,OCSVM,False,2
pi4,LinearRegression(),0.06165961112490026,pi2,0.49113390870525264,OCSVM,False,2
pi4,LinearRegression(),0.06165961112490026,pi3,7.316940948184013,OCSVM,False,2
pi4,LinearRegression(),0.06165961112490026,pi5,16.274522609381805,OCSVM,False,2
pi5,LinearRegression(normalize=True),0.5705064320427853,pi2,18.031681583575782,OCSVM,False,2
pi5,LinearRegression(normalize=True),0.5705064320427853,pi3,0.17166419613296513,OCSVM,False,2
pi5,LinearRegression(normalize=True),0.5705064320427853,pi4,2.4917612579825588,OCSVM,False,2
pi3,LinearRegression(),0.36246607625289806,pi4,3.5042224144041607,OCSVM,False,2
pi3,LinearRegression(),0.36246607625289806,pi5,0.3694529854237921,OCSVM,False,2
pi5,"SVR(C=10, epsilon=0.2)",0.6282719511383899,pi3,0.3842497657593713,MMD OCSVM Verify,False,2
pi3,"SVR(C=100, epsilon=1)",0.4482256949893325,pi5,0.39391404001646524,MMD OCSVM Verify,False,2
pi5,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.5694810759444637,pi3,0.1264484052302225,MMD OCSVM Verify,False,2
pi3,"SVR(C=0.01, epsilon=1, kernel='linear')",0.3293208081186353,pi5,0.06757225251020216,MMD OCSVM Verify,False,2
pi5,LinearRegression(normalize=True),0.5705064320427853,pi3,0.17166419613296513,MMD OCSVM Verify,False,2
pi3,LinearRegression(),0.36246607625289806,pi5,0.3694529854237921,MMD OCSVM Verify,False,2
pi3,"SVR(C=1, epsilon=0.5)",0.4963649477649734,pi5,1.785087152196732,MMD,True,2
pi5,SVR(),0.6387765219207836,pi3,0.5217813213611964,MMD,True,2
pi3,"SVR(C=100, epsilon=0.5, kernel='linear')",0.3488058118625115,pi5,0.5791059823103432,MMD,True,2
pi5,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.5665476609906385,pi3,0.22604016378789393,MMD,True,2
pi3,LinearRegression(),0.36246602302562725,pi5,0.369454118941027,MMD,True,2
pi5,LinearRegression(),0.5705062736159809,pi3,0.1716638983489731,MMD,True,2
pi2,SVR(C=10),0.8421952174022598,pi4,0.3469790538453318,OCSVM,True,2
pi2,SVR(C=10),0.8421952174022598,pi5,23.10263288929966,OCSVM,True,2
pi4,"SVR(C=1, epsilon=0.2)",0.5274959663522847,pi2,7.053875928670084,OCSVM,True,2
pi4,"SVR(C=1, epsilon=0.2)",0.5274959663522847,pi3,8.314182473795576,OCSVM,True,2
pi4,"SVR(C=1, epsilon=0.2)",0.5274959663522847,pi5,10.826785583700017,OCSVM,True,2
pi5,SVR(),0.6387765219207836,pi2,17.67440337842293,OCSVM,True,2
pi5,SVR(),0.6387765219207836,pi3,0.5217813213611964,OCSVM,True,2
pi5,SVR(),0.6387765219207836,pi4,3.1047404951938216,OCSVM,True,2
pi3,"SVR(C=1, epsilon=0.5)",0.4963649477649734,pi4,3.9954857220686018,OCSVM,True,2
pi3,"SVR(C=1, epsilon=0.5)",0.4963649477649734,pi5,1.785087152196732,OCSVM,True,2
pi2,"SVR(C=100, epsilon=0.2, kernel='linear')",0.7809543738340224,pi4,0.2802040230169687,OCSVM,True,2
pi2,"SVR(C=100, epsilon=0.2, kernel='linear')",0.7809543738340224,pi5,23.094977422729947,OCSVM,True,2
pi4,"SVR(C=0.1, epsilon=1, kernel='linear')",0.05449866267293246,pi2,0.25457365312690994,OCSVM,True,2
pi4,"SVR(C=0.1, epsilon=1, kernel='linear')",0.05449866267293246,pi3,7.845484869384812,OCSVM,True,2
pi4,"SVR(C=0.1, epsilon=1, kernel='linear')",0.05449866267293246,pi5,20.345194525595105,OCSVM,True,2
pi5,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.5665476609906385,pi2,17.769885193193755,OCSVM,True,2
pi5,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.5665476609906385,pi3,0.22604016378789393,OCSVM,True,2
pi5,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.5665476609906385,pi4,2.315007128108931,OCSVM,True,2
pi3,"SVR(C=100, epsilon=0.5, kernel='linear')",0.3488058118625115,pi4,3.8157525869812297,OCSVM,True,2
pi3,"SVR(C=100, epsilon=0.5, kernel='linear')",0.3488058118625115,pi5,0.5791059823103432,OCSVM,True,2
pi2,LinearRegression(),0.783127240352308,pi4,0.2460868981435812,OCSVM,True,2
pi2,LinearRegression(),0.783127240352308,pi5,22.70113401424247,OCSVM,True,2
pi4,LinearRegression(),0.06165966408035095,pi2,0.4911330882519639,OCSVM,True,2
pi4,LinearRegression(),0.06165966408035095,pi3,7.316943108087501,OCSVM,True,2
pi4,LinearRegression(),0.06165966408035095,pi5,16.2745286881389,OCSVM,True,2
pi5,LinearRegression(),0.5705062736159809,pi2,18.031683867677117,OCSVM,True,2
pi5,LinearRegression(),0.5705062736159809,pi3,0.1716638983489731,OCSVM,True,2
pi5,LinearRegression(),0.5705062736159809,pi4,2.4917623610847173,OCSVM,True,2
pi3,LinearRegression(),0.36246602302562725,pi4,3.504223583355858,OCSVM,True,2
pi3,LinearRegression(),0.36246602302562725,pi5,0.369454118941027,OCSVM,True,2
pi5,SVR(),0.6387765219207836,pi3,0.5217813213611964,MMD OCSVM Verify,True,2
pi3,"SVR(C=1, epsilon=0.5)",0.4963649477649734,pi5,1.785087152196732,MMD OCSVM Verify,True,2
pi5,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.5665476609906385,pi3,0.22604016378789393,MMD OCSVM Verify,True,2
pi3,"SVR(C=100, epsilon=0.5, kernel='linear')",0.3488058118625115,pi5,0.5791059823103432,MMD OCSVM Verify,True,2
pi5,LinearRegression(),0.5705062736159809,pi3,0.1716638983489731,MMD OCSVM Verify,True,2
pi3,LinearRegression(),0.36246602302562725,pi5,0.369454118941027,MMD OCSVM Verify,True,2
pi3,"SVR(C=0.1, epsilon=0.2)",0.16646611047330795,pi4,0.9922882155667606,MMD,False,3
pi4,"SVR(C=100, epsilon=0.2)",0.9876392083636741,pi3,1.3626924557487219,MMD,False,3
pi3,SVR(kernel='linear'),0.015052002024513733,pi4,0.744692852425778,MMD,False,3
pi4,"SVR(C=10, kernel='linear')",0.9838715590439262,pi3,2.0191410356332,MMD,False,3
pi3,LinearRegression(),0.029120426135494704,pi4,0.5825834169593296,MMD,False,3
pi4,LinearRegression(),0.9838909272515642,pi3,2.040927206822891,MMD,False,3
pi2,SVR(),0.9403048472421038,pi4,2.4712542999058984,OCSVM,False,3
pi4,"SVR(C=100, epsilon=0.2)",0.9876392083636741,pi2,0.46102903444169907,OCSVM,False,3
pi4,"SVR(C=100, epsilon=0.2)",0.9876392083636741,pi3,1.3626924557487219,OCSVM,False,3
pi3,"SVR(C=0.1, epsilon=0.2)",0.16646611047330795,pi4,0.9922882155667606,OCSVM,False,3
pi2,"SVR(C=0.01, epsilon=0.2, kernel='linear')",0.9388663778630023,pi4,0.060595484204061245,OCSVM,False,3
pi4,"SVR(C=10, kernel='linear')",0.9838715590439262,pi2,0.03429264935783649,OCSVM,False,3
pi4,"SVR(C=10, kernel='linear')",0.9838715590439262,pi3,2.0191410356332,OCSVM,False,3
pi3,SVR(kernel='linear'),0.015052002024513733,pi4,0.744692852425778,OCSVM,False,3
pi2,LinearRegression(normalize=True),0.9393720770534049,pi4,0.08202536483698974,OCSVM,False,3
pi4,LinearRegression(),0.9838909272515642,pi2,0.03135274472394367,OCSVM,False,3
pi4,LinearRegression(),0.9838909272515642,pi3,2.040927206822891,OCSVM,False,3
pi3,LinearRegression(),0.029120426135494704,pi4,0.5825834169593296,OCSVM,False,3
pi4,"SVR(C=100, epsilon=0.2)",0.9876392083636741,pi3,1.3626924557487219,MMD OCSVM Verify,False,3
pi3,"SVR(C=0.1, epsilon=0.2)",0.16646611047330795,pi4,0.9922882155667606,MMD OCSVM Verify,False,3
pi4,"SVR(C=10, kernel='linear')",0.9838715590439262,pi3,2.0191410356332,MMD OCSVM Verify,False,3
pi3,SVR(kernel='linear'),0.015052002024513733,pi4,0.744692852425778,MMD OCSVM Verify,False,3
pi4,LinearRegression(),0.9838909272515642,pi3,2.040927206822891,MMD OCSVM Verify,False,3
pi3,LinearRegression(),0.029120426135494704,pi4,0.5825834169593296,MMD OCSVM Verify,False,3
pi3,SVR(C=0.1),0.15012567263413357,pi4,0.994306064065241,MMD,True,3
pi4,"SVR(C=100, epsilon=0.01)",0.9874871884153393,pi3,1.336517474401523,MMD,True,3
pi3,"SVR(C=0.01, epsilon=0.01, kernel='linear')",0.0022642210081437186,pi4,0.9689520955810189,MMD,True,3
pi4,"SVR(C=100, epsilon=0.01, kernel='linear')",0.9837877050672668,pi3,1.8472242672712849,MMD,True,3
pi3,LinearRegression(),0.029121724463019416,pi4,0.5825835448957709,MMD,True,3
pi4,LinearRegression(),0.983890926715059,pi3,2.0409328718698805,MMD,True,3
pi2,"SVR(C=0.1, epsilon=0.01)",0.9393250580458206,pi4,2.4538357891621247,OCSVM,True,3
pi4,"SVR(C=100, epsilon=0.01)",0.9874871884153393,pi2,3.4343139958249163,OCSVM,True,3
pi4,"SVR(C=100, epsilon=0.01)",0.9874871884153393,pi3,1.336517474401523,OCSVM,True,3
pi3,SVR(C=0.1),0.15012567263413357,pi4,0.994306064065241,OCSVM,True,3
pi2,SVR(kernel='linear'),0.9375128170671483,pi4,0.0905658647666655,OCSVM,True,3
pi4,"SVR(C=100, epsilon=0.01, kernel='linear')",0.9837877050672668,pi2,0.038762120747282025,OCSVM,True,3
pi4,"SVR(C=100, epsilon=0.01, kernel='linear')",0.9837877050672668,pi3,1.8472242672712849,OCSVM,True,3
pi3,"SVR(C=0.01, epsilon=0.01, kernel='linear')",0.0022642210081437186,pi4,0.9689520955810189,OCSVM,True,3
pi2,LinearRegression(),0.9393720252448828,pi4,0.08202526867740179,OCSVM,True,3
pi4,LinearRegression(),0.983890926715059,pi2,0.031352322497289364,OCSVM,True,3
pi4,LinearRegression(),0.983890926715059,pi3,2.0409328718698805,OCSVM,True,3
pi3,LinearRegression(),0.029121724463019416,pi4,0.5825835448957709,OCSVM,True,3
pi4,"SVR(C=100, epsilon=0.01)",0.9874871884153393,pi3,1.336517474401523,MMD OCSVM Verify,True,3
pi3,SVR(C=0.1),0.15012567263413357,pi4,0.994306064065241,MMD OCSVM Verify,True,3
pi4,"SVR(C=100, epsilon=0.01, kernel='linear')",0.9837877050672668,pi3,1.8472242672712849,MMD OCSVM Verify,True,3
pi3,"SVR(C=0.01, epsilon=0.01, kernel='linear')",0.0022642210081437186,pi4,0.9689520955810189,MMD OCSVM Verify,True,3
pi4,LinearRegression(),0.983890926715059,pi3,2.0409328718698805,MMD OCSVM Verify,True,3
