model_node,model,score,test_node,discrepancy,method,std,experiment
pi2,"SVR(C=100, epsilon=0.2)",0.9895138911190792,pi4,0.09740815869821595,MMD,False,1
pi4,"SVR(C=100, epsilon=1)",0.9593991082217,pi2,0.06979373539817613,MMD,False,1
pi2,"SVR(C=100, epsilon=0.5, kernel='linear')",0.9856915487897668,pi4,0.0015258780309852504,MMD,False,1
pi4,"SVR(C=100, epsilon=1, kernel='linear')",0.9104890830134622,pi2,0.005928375218596238,MMD,False,1
pi2,LinearRegression(),0.9857408730589109,pi4,0.004111617617498453,MMD,False,1
pi4,LinearRegression(),0.9153423463767989,pi2,0.004258813184422117,MMD,False,1
pi2,"SVR(C=100, epsilon=0.2)",0.9895138911190792,pi4,0.09740815869821595,OCSVM,False,1
pi4,"SVR(C=100, epsilon=1)",0.9593991082217,pi2,0.06979373539817613,OCSVM,False,1
pi4,"SVR(C=100, epsilon=1)",0.9593991082217,pi3,0.6982888570056902,OCSVM,False,1
pi3,"SVR(C=10, epsilon=0.2)",0.9783437695053121,pi4,3.713677533628129,OCSVM,False,1
pi3,"SVR(C=10, epsilon=0.2)",0.9783437695053121,pi5,0.7395831100482809,OCSVM,False,1
pi5,"SVR(C=1, epsilon=1)",0.46492467496666656,pi3,2.061784549435392,OCSVM,False,1
pi2,"SVR(C=100, epsilon=0.5, kernel='linear')",0.9856915487897668,pi4,0.0015258780309852504,OCSVM,False,1
pi4,"SVR(C=100, epsilon=1, kernel='linear')",0.9104890830134622,pi2,0.005928375218596238,OCSVM,False,1
pi4,"SVR(C=100, epsilon=1, kernel='linear')",0.9104890830134622,pi3,0.1207470649757939,OCSVM,False,1
pi3,"SVR(C=100, epsilon=1, kernel='linear')",0.9338705894188969,pi4,0.5720367197895142,OCSVM,False,1
pi3,"SVR(C=100, epsilon=1, kernel='linear')",0.9338705894188969,pi5,0.56290486707891,OCSVM,False,1
pi5,SVR(kernel='linear'),0.34417908425064325,pi3,0.6108062481475457,OCSVM,False,1
pi2,LinearRegression(),0.9857408730589109,pi4,0.004111617617498453,OCSVM,False,1
pi4,LinearRegression(),0.9153423463767989,pi2,0.004258813184422117,OCSVM,False,1
pi4,LinearRegression(),0.9153423463767989,pi3,0.20122715647369738,OCSVM,False,1
pi3,LinearRegression(),0.9349393409715191,pi4,0.6615586739773937,OCSVM,False,1
pi3,LinearRegression(),0.9349393409715191,pi5,0.6561469182059873,OCSVM,False,1
pi5,LinearRegression(),0.3822266816349261,pi3,0.6935920380435456,OCSVM,False,1
pi2,"SVR(C=100, epsilon=0.2)",0.9895138911190792,pi4,0.09740815869821595,MMD OCSVM Verify,False,1
pi4,"SVR(C=100, epsilon=1)",0.9593991082217,pi2,0.06979373539817613,MMD OCSVM Verify,False,1
