model_node,model,score,test_node,discrepancy,method,std,experiment,threshold,sample pair calculation
pi2,SVR(),0.9349408274167429,pi4,2.3796610917209366,OCSVM,True,3,0.88,True
pi4,"SVR(C=10, epsilon=0.01)",0.9896146637104424,pi2,0.2881538660712123,OCSVM,True,3,0.62,True
pi4,"SVR(C=10, epsilon=0.01)",0.9896146637104424,pi3,1.4534330889020588,OCSVM,True,3,0.11,True
pi3,SVR(C=0.1),0.19203372468507196,pi4,0.23055452615320593,OCSVM,True,3,0.7,True
pi3,SVR(C=0.1),0.19203372468507196,pi5,3.634119437990242,OCSVM,True,3,1.0,True
pi5,"SVR(C=1, epsilon=0.01)",0.4950988883807067,pi3,159.8832182236556,OCSVM,True,3,0.23,True
pi2,SVR(kernel='linear'),0.9326580844987017,pi4,0.04572436144629222,OCSVM,True,3,0.88,True
pi4,SVR(kernel='linear'),0.9860908215418938,pi2,0.08827905450856477,OCSVM,True,3,0.62,True
pi4,SVR(kernel='linear'),0.9860908215418938,pi3,3.2648202940003426,OCSVM,True,3,0.11,True
pi3,"SVR(C=0.001, epsilon=0.01, kernel='linear')",-0.0013637149421434902,pi4,0.03308120698110795,OCSVM,True,3,0.7,True
pi3,"SVR(C=0.001, epsilon=0.01, kernel='linear')",-0.0013637149421434902,pi5,3.502140252757865,OCSVM,True,3,1.0,True
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.5089917929218104,pi3,137.3258336455191,OCSVM,True,3,0.23,True
pi2,LinearRegression(),0.9336322053779793,pi4,0.011174364327473874,OCSVM,True,3,0.88,True
pi4,LinearRegression(),0.9863992969300254,pi2,0.07482837907016948,OCSVM,True,3,0.62,True
pi4,LinearRegression(),0.9863992969300254,pi3,3.6911258518519547,OCSVM,True,3,0.11,True
pi3,LinearRegression(),0.032313207811118905,pi4,0.33401287679403957,OCSVM,True,3,0.7,True
pi3,LinearRegression(),0.032313207811118905,pi5,3.421548972223712,OCSVM,True,3,1.0,True
pi5,LinearRegression(),0.5386580942744492,pi3,119.14596232619273,OCSVM,True,3,0.23,True
pi2,"SVR(C=10, epsilon=0.2)",0.9336377059258318,pi4,2.593623732162664,MMD OCSVM Verify,False,3,0.88,True
pi4,"SVR(C=100, epsilon=0.2)",0.9899732690522763,pi2,0.855622555073547,MMD OCSVM Verify,False,3,0.62,True
pi2,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9334335348379547,pi4,0.0006834050189290508,MMD OCSVM Verify,False,3,0.88,True
pi4,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9862244318395856,pi2,0.06861517307512366,MMD OCSVM Verify,False,3,0.62,True
pi2,LinearRegression(),0.9336321655175517,pi4,0.011174608664046959,MMD OCSVM Verify,False,3,0.88,True
pi4,LinearRegression(),0.9863993025962449,pi2,0.07482861399328788,MMD OCSVM Verify,False,3,0.62,True
pi2,SVR(),0.9349408274167429,pi4,2.3796610917209366,MMD OCSVM Verify,True,3,0.88,True
pi4,"SVR(C=10, epsilon=0.01)",0.9896146637104424,pi2,0.2881538660712123,MMD OCSVM Verify,True,3,0.62,True
pi2,SVR(kernel='linear'),0.9326580844987017,pi4,0.04572436144629222,MMD OCSVM Verify,True,3,0.88,True
pi4,SVR(kernel='linear'),0.9860908215418938,pi2,0.08827905450856477,MMD OCSVM Verify,True,3,0.62,True
pi2,LinearRegression(),0.9336322053779793,pi4,0.011174364327473874,MMD OCSVM Verify,True,3,0.88,True
pi4,LinearRegression(),0.9863992969300254,pi2,0.07482837907016948,MMD OCSVM Verify,True,3,0.62,True
pi2,"SVR(C=10, epsilon=0.2)",0.9336377059258318,pi4,2.593623732162664,OCSVM,False,3,0.89,False
pi4,"SVR(C=100, epsilon=0.2)",0.9899732690522763,pi2,0.855622555073547,OCSVM,False,3,0.64,False
pi4,"SVR(C=100, epsilon=0.2)",0.9899732690522763,pi3,1.4891711527183888,OCSVM,False,3,0.1,False
pi3,"SVR(C=0.1, epsilon=0.2)",0.1659151130573684,pi4,0.20198170714262598,OCSVM,False,3,0.69,False
pi3,"SVR(C=0.1, epsilon=0.2)",0.1659151130573684,pi5,3.6092638947177034,OCSVM,False,3,1.0,False
pi5,"SVR(C=10, epsilon=0.01)",0.49490087480194955,pi3,163.2983616467532,OCSVM,False,3,0.21,False
pi2,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9334335348379547,pi4,0.0006834050189290508,OCSVM,False,3,0.89,False
pi4,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9862244318395856,pi2,0.06861517307512366,OCSVM,False,3,0.64,False
pi4,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9862244318395856,pi3,4.041778636017644,OCSVM,False,3,0.1,False
pi3,"SVR(C=0.0001, kernel='linear')",0.00010755177345023181,pi4,0.03737156494308691,OCSVM,False,3,0.69,False
pi3,"SVR(C=0.0001, kernel='linear')",0.00010755177345023181,pi5,3.545224686710403,OCSVM,False,3,1.0,False
pi5,SVR(kernel='linear'),0.46170867254853576,pi3,145.65931909580658,OCSVM,False,3,0.21,False
pi2,LinearRegression(),0.9336321655175517,pi4,0.011174608664046959,OCSVM,False,3,0.89,False
pi4,LinearRegression(),0.9863993025962449,pi2,0.07482861399328788,OCSVM,False,3,0.64,False
pi4,LinearRegression(),0.9863993025962449,pi3,3.691114136999161,OCSVM,False,3,0.1,False
pi3,LinearRegression(),0.03231177974455457,pi4,0.3340141171575598,OCSVM,False,3,0.69,False
pi3,LinearRegression(),0.03231177974455457,pi5,3.421549579152669,OCSVM,False,3,1.0,False
pi5,LinearRegression(),0.538658139710805,pi3,119.1459989420286,OCSVM,False,3,0.21,False
pi2,SVR(),0.9349408274167429,pi4,2.3796610917209366,OCSVM,True,3,0.89,False
pi4,"SVR(C=10, epsilon=0.01)",0.9896146637104424,pi2,0.2881538660712123,OCSVM,True,3,0.64,False
pi4,"SVR(C=10, epsilon=0.01)",0.9896146637104424,pi3,1.4534330889020588,OCSVM,True,3,0.1,False
pi3,SVR(C=0.1),0.19203372468507196,pi4,0.23055452615320593,OCSVM,True,3,0.69,False
pi3,SVR(C=0.1),0.19203372468507196,pi5,3.634119437990242,OCSVM,True,3,1.0,False
pi5,"SVR(C=1, epsilon=0.01)",0.4950988883807067,pi3,159.8832182236556,OCSVM,True,3,0.21,False
pi2,SVR(kernel='linear'),0.9326580844987017,pi4,0.04572436144629222,OCSVM,True,3,0.89,False
pi4,SVR(kernel='linear'),0.9860908215418938,pi2,0.08827905450856477,OCSVM,True,3,0.64,False
pi4,SVR(kernel='linear'),0.9860908215418938,pi3,3.2648202940003426,OCSVM,True,3,0.1,False
pi3,"SVR(C=0.001, epsilon=0.01, kernel='linear')",-0.0013637149421434902,pi4,0.03308120698110795,OCSVM,True,3,0.69,False
pi3,"SVR(C=0.001, epsilon=0.01, kernel='linear')",-0.0013637149421434902,pi5,3.502140252757865,OCSVM,True,3,1.0,False
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.5089917929218104,pi3,137.3258336455191,OCSVM,True,3,0.21,False
pi2,LinearRegression(),0.9336322053779793,pi4,0.011174364327473874,OCSVM,True,3,0.89,False
pi4,LinearRegression(),0.9863992969300254,pi2,0.07482837907016948,OCSVM,True,3,0.64,False
pi4,LinearRegression(),0.9863992969300254,pi3,3.6911258518519547,OCSVM,True,3,0.1,False
pi3,LinearRegression(),0.032313207811118905,pi4,0.33401287679403957,OCSVM,True,3,0.69,False
pi3,LinearRegression(),0.032313207811118905,pi5,3.421548972223712,OCSVM,True,3,1.0,False
pi5,LinearRegression(),0.5386580942744492,pi3,119.14596232619273,OCSVM,True,3,0.21,False
pi2,"SVR(C=10, epsilon=0.2)",0.9336377059258318,pi4,2.593623732162664,MMD OCSVM Verify,False,3,0.89,False
pi4,"SVR(C=100, epsilon=0.2)",0.9899732690522763,pi2,0.855622555073547,MMD OCSVM Verify,False,3,0.64,False
pi2,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9334335348379547,pi4,0.0006834050189290508,MMD OCSVM Verify,False,3,0.89,False
pi4,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9862244318395856,pi2,0.06861517307512366,MMD OCSVM Verify,False,3,0.64,False
pi2,LinearRegression(),0.9336321655175517,pi4,0.011174608664046959,MMD OCSVM Verify,False,3,0.89,False
pi4,LinearRegression(),0.9863993025962449,pi2,0.07482861399328788,MMD OCSVM Verify,False,3,0.64,False
pi2,SVR(),0.9349408274167429,pi4,2.3796610917209366,MMD OCSVM Verify,True,3,0.89,False
pi4,"SVR(C=10, epsilon=0.01)",0.9896146637104424,pi2,0.2881538660712123,MMD OCSVM Verify,True,3,0.64,False
pi2,SVR(kernel='linear'),0.9326580844987017,pi4,0.04572436144629222,MMD OCSVM Verify,True,3,0.89,False
pi4,SVR(kernel='linear'),0.9860908215418938,pi2,0.08827905450856477,MMD OCSVM Verify,True,3,0.64,False
pi2,LinearRegression(),0.9336322053779793,pi4,0.011174364327473874,MMD OCSVM Verify,True,3,0.89,False
pi4,LinearRegression(),0.9863992969300254,pi2,0.07482837907016948,MMD OCSVM Verify,True,3,0.64,False
pi3,"SVR(C=0.1, epsilon=0.2)",0.1659151130573684,pi5,3.6092638947177034,MMD,False,3,29.3,True
pi5,"SVR(C=10, epsilon=0.01)",0.49490087480194955,pi3,163.2983616467532,MMD,False,3,29.3,True
pi3,"SVR(C=0.0001, kernel='linear')",0.00010755177345023181,pi5,3.545224686710403,MMD,False,3,29.3,True
pi5,SVR(kernel='linear'),0.46170867254853576,pi3,145.65931909580658,MMD,False,3,29.3,True
pi3,LinearRegression(),0.03231177974455457,pi5,3.421549579152669,MMD,False,3,29.3,True
pi5,LinearRegression(),0.538658139710805,pi3,119.1459989420286,MMD,False,3,29.3,True
pi3,SVR(C=0.1),0.19203372468507196,pi5,3.634119437990242,MMD,True,3,29.3,True
pi5,"SVR(C=1, epsilon=0.01)",0.4950988883807067,pi3,159.8832182236556,MMD,True,3,29.3,True
pi3,"SVR(C=0.001, epsilon=0.01, kernel='linear')",-0.0013637149421434902,pi5,3.502140252757865,MMD,True,3,29.3,True
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.5089917929218104,pi3,137.3258336455191,MMD,True,3,29.3,True
pi3,LinearRegression(),0.032313207811118905,pi5,3.421548972223712,MMD,True,3,29.3,True
pi5,LinearRegression(),0.5386580942744492,pi3,119.14596232619273,MMD,True,3,29.3,True
pi2,"SVR(C=10, epsilon=0.2)",0.9336377059258318,pi4,2.593623732162664,OCSVM,False,3,0.85,True
pi2,"SVR(C=10, epsilon=0.2)",0.9336377059258318,pi5,12.861661451663835,OCSVM,False,3,0.0,True
pi4,"SVR(C=100, epsilon=0.2)",0.9899732690522763,pi2,0.855622555073547,OCSVM,False,3,0.52,True
pi4,"SVR(C=100, epsilon=0.2)",0.9899732690522763,pi3,1.4891711527183888,OCSVM,False,3,0.08,True
pi4,"SVR(C=100, epsilon=0.2)",0.9899732690522763,pi5,3.7323682099381053,OCSVM,False,3,0.08,True
pi5,"SVR(C=10, epsilon=0.01)",0.49490087480194955,pi2,44.34714004958788,OCSVM,False,3,0.89,True
pi5,"SVR(C=10, epsilon=0.01)",0.49490087480194955,pi3,163.2983616467532,OCSVM,False,3,1.0,True
pi5,"SVR(C=10, epsilon=0.01)",0.49490087480194955,pi4,2.177773037122182,OCSVM,False,3,0.83,True
pi3,"SVR(C=0.1, epsilon=0.2)",0.1659151130573684,pi4,0.20198170714262598,OCSVM,False,3,0.86,True
pi3,"SVR(C=0.1, epsilon=0.2)",0.1659151130573684,pi5,3.6092638947177034,OCSVM,False,3,0.53,True
pi2,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9334335348379547,pi4,0.0006834050189290508,OCSVM,False,3,0.85,True
pi2,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9334335348379547,pi5,2.20493334107375,OCSVM,False,3,0.0,True
pi4,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9862244318395856,pi2,0.06861517307512366,OCSVM,False,3,0.52,True
pi4,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9862244318395856,pi3,4.041778636017644,OCSVM,False,3,0.08,True
pi4,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9862244318395856,pi5,3.093268603279409,OCSVM,False,3,0.08,True
pi5,SVR(kernel='linear'),0.46170867254853576,pi2,7.7999096352660935,OCSVM,False,3,0.89,True
pi5,SVR(kernel='linear'),0.46170867254853576,pi3,145.65931909580658,OCSVM,False,3,1.0,True
pi5,SVR(kernel='linear'),0.46170867254853576,pi4,1.0069246234652787,OCSVM,False,3,0.83,True
pi3,"SVR(C=0.0001, kernel='linear')",0.00010755177345023181,pi4,0.03737156494308691,OCSVM,False,3,0.86,True
pi3,"SVR(C=0.0001, kernel='linear')",0.00010755177345023181,pi5,3.545224686710403,OCSVM,False,3,0.53,True
pi2,LinearRegression(),0.9336321655175517,pi4,0.011174608664046959,OCSVM,False,3,0.85,True
pi2,LinearRegression(),0.9336321655175517,pi5,2.1396922269190464,OCSVM,False,3,0.0,True
pi4,LinearRegression(),0.9863993025962449,pi2,0.07482861399328788,OCSVM,False,3,0.52,True
pi4,LinearRegression(),0.9863993025962449,pi3,3.691114136999161,OCSVM,False,3,0.08,True
pi4,LinearRegression(),0.9863993025962449,pi5,3.156453180892958,OCSVM,False,3,0.08,True
pi5,LinearRegression(),0.538658139710805,pi2,1.6417030092608966,OCSVM,False,3,0.89,True
pi5,LinearRegression(),0.538658139710805,pi3,119.1459989420286,OCSVM,False,3,1.0,True
pi5,LinearRegression(),0.538658139710805,pi4,0.9033159370158448,OCSVM,False,3,0.83,True
pi3,LinearRegression(),0.03231177974455457,pi4,0.3340141171575598,OCSVM,False,3,0.86,True
pi3,LinearRegression(),0.03231177974455457,pi5,3.421549579152669,OCSVM,False,3,0.53,True
pi2,SVR(),0.9349408274167429,pi4,2.3796610917209366,OCSVM,True,3,0.85,True
pi2,SVR(),0.9349408274167429,pi5,11.973245445420682,OCSVM,True,3,0.0,True
pi4,"SVR(C=10, epsilon=0.01)",0.9896146637104424,pi2,0.2881538660712123,OCSVM,True,3,0.52,True
pi4,"SVR(C=10, epsilon=0.01)",0.9896146637104424,pi3,1.4534330889020588,OCSVM,True,3,0.08,True
pi4,"SVR(C=10, epsilon=0.01)",0.9896146637104424,pi5,3.7223021086146026,OCSVM,True,3,0.08,True
pi5,"SVR(C=1, epsilon=0.01)",0.4950988883807067,pi2,43.939817177296035,OCSVM,True,3,0.89,True
pi5,"SVR(C=1, epsilon=0.01)",0.4950988883807067,pi3,159.8832182236556,OCSVM,True,3,1.0,True
pi5,"SVR(C=1, epsilon=0.01)",0.4950988883807067,pi4,2.1547070690840755,OCSVM,True,3,0.83,True
pi3,SVR(C=0.1),0.19203372468507196,pi4,0.23055452615320593,OCSVM,True,3,0.86,True
pi3,SVR(C=0.1),0.19203372468507196,pi5,3.634119437990242,OCSVM,True,3,0.53,True
pi2,SVR(kernel='linear'),0.9326580844987017,pi4,0.04572436144629222,OCSVM,True,3,0.85,True
pi2,SVR(kernel='linear'),0.9326580844987017,pi5,1.9408134065319609,OCSVM,True,3,0.0,True
pi4,SVR(kernel='linear'),0.9860908215418938,pi2,0.08827905450856477,OCSVM,True,3,0.52,True
pi4,SVR(kernel='linear'),0.9860908215418938,pi3,3.2648202940003426,OCSVM,True,3,0.08,True
pi4,SVR(kernel='linear'),0.9860908215418938,pi5,3.240582148280014,OCSVM,True,3,0.08,True
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.5089917929218104,pi2,4.483743031278211,OCSVM,True,3,0.89,True
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.5089917929218104,pi3,137.3258336455191,OCSVM,True,3,1.0,True
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.5089917929218104,pi4,0.9971425244638523,OCSVM,True,3,0.83,True
pi3,"SVR(C=0.001, epsilon=0.01, kernel='linear')",-0.0013637149421434902,pi4,0.03308120698110795,OCSVM,True,3,0.86,True
pi3,"SVR(C=0.001, epsilon=0.01, kernel='linear')",-0.0013637149421434902,pi5,3.502140252757865,OCSVM,True,3,0.53,True
pi2,LinearRegression(),0.9336322053779793,pi4,0.011174364327473874,OCSVM,True,3,0.85,True
pi2,LinearRegression(),0.9336322053779793,pi5,2.1396940832827345,OCSVM,True,3,0.0,True
pi4,LinearRegression(),0.9863992969300254,pi2,0.07482837907016948,OCSVM,True,3,0.52,True
pi4,LinearRegression(),0.9863992969300254,pi3,3.6911258518519547,OCSVM,True,3,0.08,True
pi4,LinearRegression(),0.9863992969300254,pi5,3.156451227307037,OCSVM,True,3,0.08,True
pi5,LinearRegression(),0.5386580942744492,pi2,1.641699253470384,OCSVM,True,3,0.89,True
pi5,LinearRegression(),0.5386580942744492,pi3,119.14596232619273,OCSVM,True,3,1.0,True
pi5,LinearRegression(),0.5386580942744492,pi4,0.9033154864451138,OCSVM,True,3,0.83,True
pi3,LinearRegression(),0.032313207811118905,pi4,0.33401287679403957,OCSVM,True,3,0.86,True
pi3,LinearRegression(),0.032313207811118905,pi5,3.421548972223712,OCSVM,True,3,0.53,True
pi5,"SVR(C=10, epsilon=0.01)",0.49490087480194955,pi3,163.2983616467532,MMD OCSVM Verify,False,3,1.0,True
pi3,"SVR(C=0.1, epsilon=0.2)",0.1659151130573684,pi5,3.6092638947177034,MMD OCSVM Verify,False,3,0.53,True
pi5,SVR(kernel='linear'),0.46170867254853576,pi3,145.65931909580658,MMD OCSVM Verify,False,3,1.0,True
pi3,"SVR(C=0.0001, kernel='linear')",0.00010755177345023181,pi5,3.545224686710403,MMD OCSVM Verify,False,3,0.53,True
pi5,LinearRegression(),0.538658139710805,pi3,119.1459989420286,MMD OCSVM Verify,False,3,1.0,True
pi3,LinearRegression(),0.03231177974455457,pi5,3.421549579152669,MMD OCSVM Verify,False,3,0.53,True
pi5,"SVR(C=1, epsilon=0.01)",0.4950988883807067,pi3,159.8832182236556,MMD OCSVM Verify,True,3,1.0,True
pi3,SVR(C=0.1),0.19203372468507196,pi5,3.634119437990242,MMD OCSVM Verify,True,3,0.53,True
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.5089917929218104,pi3,137.3258336455191,MMD OCSVM Verify,True,3,1.0,True
pi3,"SVR(C=0.001, epsilon=0.01, kernel='linear')",-0.0013637149421434902,pi5,3.502140252757865,MMD OCSVM Verify,True,3,0.53,True
pi5,LinearRegression(),0.5386580942744492,pi3,119.14596232619273,MMD OCSVM Verify,True,3,1.0,True
pi3,LinearRegression(),0.032313207811118905,pi5,3.421548972223712,MMD OCSVM Verify,True,3,0.53,True
pi2,"SVR(C=10, epsilon=0.2)",0.9336377059258318,pi4,2.593623732162664,OCSVM,False,3,0.84,False
pi2,"SVR(C=10, epsilon=0.2)",0.9336377059258318,pi5,12.861661451663835,OCSVM,False,3,0.0,False
pi4,"SVR(C=100, epsilon=0.2)",0.9899732690522763,pi2,0.855622555073547,OCSVM,False,3,0.46,False
pi4,"SVR(C=100, epsilon=0.2)",0.9899732690522763,pi3,1.4891711527183888,OCSVM,False,3,0.08,False
pi4,"SVR(C=100, epsilon=0.2)",0.9899732690522763,pi5,3.7323682099381053,OCSVM,False,3,0.07,False
pi5,"SVR(C=10, epsilon=0.01)",0.49490087480194955,pi2,44.34714004958788,OCSVM,False,3,0.9,False
pi5,"SVR(C=10, epsilon=0.01)",0.49490087480194955,pi3,163.2983616467532,OCSVM,False,3,1.0,False
pi5,"SVR(C=10, epsilon=0.01)",0.49490087480194955,pi4,2.177773037122182,OCSVM,False,3,0.84,False
pi3,"SVR(C=0.1, epsilon=0.2)",0.1659151130573684,pi4,0.20198170714262598,OCSVM,False,3,0.87,False
pi3,"SVR(C=0.1, epsilon=0.2)",0.1659151130573684,pi5,3.6092638947177034,OCSVM,False,3,0.55,False
pi2,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9334335348379547,pi4,0.0006834050189290508,OCSVM,False,3,0.84,False
pi2,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9334335348379547,pi5,2.20493334107375,OCSVM,False,3,0.0,False
pi4,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9862244318395856,pi2,0.06861517307512366,OCSVM,False,3,0.46,False
pi4,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9862244318395856,pi3,4.041778636017644,OCSVM,False,3,0.08,False
pi4,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9862244318395856,pi5,3.093268603279409,OCSVM,False,3,0.07,False
pi5,SVR(kernel='linear'),0.46170867254853576,pi2,7.7999096352660935,OCSVM,False,3,0.9,False
pi5,SVR(kernel='linear'),0.46170867254853576,pi3,145.65931909580658,OCSVM,False,3,1.0,False
pi5,SVR(kernel='linear'),0.46170867254853576,pi4,1.0069246234652787,OCSVM,False,3,0.84,False
pi3,"SVR(C=0.0001, kernel='linear')",0.00010755177345023181,pi4,0.03737156494308691,OCSVM,False,3,0.87,False
pi3,"SVR(C=0.0001, kernel='linear')",0.00010755177345023181,pi5,3.545224686710403,OCSVM,False,3,0.55,False
pi2,LinearRegression(),0.9336321655175517,pi4,0.011174608664046959,OCSVM,False,3,0.84,False
pi2,LinearRegression(),0.9336321655175517,pi5,2.1396922269190464,OCSVM,False,3,0.0,False
pi4,LinearRegression(),0.9863993025962449,pi2,0.07482861399328788,OCSVM,False,3,0.46,False
pi4,LinearRegression(),0.9863993025962449,pi3,3.691114136999161,OCSVM,False,3,0.08,False
pi4,LinearRegression(),0.9863993025962449,pi5,3.156453180892958,OCSVM,False,3,0.07,False
pi5,LinearRegression(),0.538658139710805,pi2,1.6417030092608966,OCSVM,False,3,0.9,False
pi5,LinearRegression(),0.538658139710805,pi3,119.1459989420286,OCSVM,False,3,1.0,False
pi5,LinearRegression(),0.538658139710805,pi4,0.9033159370158448,OCSVM,False,3,0.84,False
pi3,LinearRegression(),0.03231177974455457,pi4,0.3340141171575598,OCSVM,False,3,0.87,False
pi3,LinearRegression(),0.03231177974455457,pi5,3.421549579152669,OCSVM,False,3,0.55,False
pi2,SVR(),0.9349408274167429,pi4,2.3796610917209366,OCSVM,True,3,0.84,False
pi2,SVR(),0.9349408274167429,pi5,11.973245445420682,OCSVM,True,3,0.0,False
pi4,"SVR(C=10, epsilon=0.01)",0.9896146637104424,pi2,0.2881538660712123,OCSVM,True,3,0.46,False
pi4,"SVR(C=10, epsilon=0.01)",0.9896146637104424,pi3,1.4534330889020588,OCSVM,True,3,0.08,False
pi4,"SVR(C=10, epsilon=0.01)",0.9896146637104424,pi5,3.7223021086146026,OCSVM,True,3,0.07,False
pi5,"SVR(C=1, epsilon=0.01)",0.4950988883807067,pi2,43.939817177296035,OCSVM,True,3,0.9,False
pi5,"SVR(C=1, epsilon=0.01)",0.4950988883807067,pi3,159.8832182236556,OCSVM,True,3,1.0,False
pi5,"SVR(C=1, epsilon=0.01)",0.4950988883807067,pi4,2.1547070690840755,OCSVM,True,3,0.84,False
pi3,SVR(C=0.1),0.19203372468507196,pi4,0.23055452615320593,OCSVM,True,3,0.87,False
pi3,SVR(C=0.1),0.19203372468507196,pi5,3.634119437990242,OCSVM,True,3,0.55,False
pi2,SVR(kernel='linear'),0.9326580844987017,pi4,0.04572436144629222,OCSVM,True,3,0.84,False
pi2,SVR(kernel='linear'),0.9326580844987017,pi5,1.9408134065319609,OCSVM,True,3,0.0,False
pi4,SVR(kernel='linear'),0.9860908215418938,pi2,0.08827905450856477,OCSVM,True,3,0.46,False
pi4,SVR(kernel='linear'),0.9860908215418938,pi3,3.2648202940003426,OCSVM,True,3,0.08,False
pi4,SVR(kernel='linear'),0.9860908215418938,pi5,3.240582148280014,OCSVM,True,3,0.07,False
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.5089917929218104,pi2,4.483743031278211,OCSVM,True,3,0.9,False
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.5089917929218104,pi3,137.3258336455191,OCSVM,True,3,1.0,False
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.5089917929218104,pi4,0.9971425244638523,OCSVM,True,3,0.84,False
pi3,"SVR(C=0.001, epsilon=0.01, kernel='linear')",-0.0013637149421434902,pi4,0.03308120698110795,OCSVM,True,3,0.87,False
