model_node,model,score,test_node,discrepancy,method,std,experiment
pi2,"SVR(C=100, epsilon=0.5)",0.9887855036039054,pi4,0.07087970021100998,MMD,False,1
pi4,"SVR(C=100, epsilon=1)",0.9617841958725651,pi2,0.06826049267119383,MMD,False,1
pi2,SVR(kernel='linear'),0.9851165467131854,pi4,0.0006125841614669225,MMD,False,1
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.9269483503596343,pi2,0.007287466010915455,MMD,False,1
pi2,LinearRegression(),0.9854901943746761,pi4,0.0035695388152910956,MMD,False,1
pi4,LinearRegression(),0.9295917990230327,pi2,0.00337282671561423,MMD,False,1
pi2,"SVR(C=100, epsilon=0.5)",0.9887855036039054,pi4,0.07087970021100998,OCSVM,False,1
pi4,"SVR(C=100, epsilon=1)",0.9617841958725651,pi2,0.06826049267119383,OCSVM,False,1
pi4,"SVR(C=100, epsilon=1)",0.9617841958725651,pi3,0.38021469884281234,OCSVM,False,1
pi3,"SVR(C=10, epsilon=1)",0.9762373088993976,pi4,3.4226582642180987,OCSVM,False,1
pi3,"SVR(C=10, epsilon=1)",0.9762373088993976,pi5,0.7044932573045255,OCSVM,False,1
pi5,"SVR(C=100, epsilon=1)",0.5536128044276767,pi3,0.7318162497714886,OCSVM,False,1
pi2,SVR(kernel='linear'),0.9851165467131854,pi4,0.0006125841614669225,OCSVM,False,1
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.9269483503596343,pi2,0.007287466010915455,OCSVM,False,1
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.9269483503596343,pi3,0.08179248667071148,OCSVM,False,1
pi3,"SVR(C=0.1, epsilon=1, kernel='linear')",0.9317973429481198,pi4,0.3739437647375249,OCSVM,False,1
pi3,"SVR(C=0.1, epsilon=1, kernel='linear')",0.9317973429481198,pi5,0.3736004044312423,OCSVM,False,1
pi5,"SVR(C=0.1, epsilon=1, kernel='linear')",0.36284508528225545,pi3,1.235979975326008,OCSVM,False,1
pi2,LinearRegression(),0.9854901943746761,pi4,0.0035695388152910956,OCSVM,False,1
pi4,LinearRegression(),0.9295917990230327,pi2,0.00337282671561423,OCSVM,False,1
pi4,LinearRegression(),0.9295917990230327,pi3,0.12712661403301917,OCSVM,False,1
pi3,LinearRegression(),0.9321843058491798,pi4,0.42490804477276733,OCSVM,False,1
pi3,LinearRegression(),0.9321843058491798,pi5,0.48811605545388304,OCSVM,False,1
pi5,LinearRegression(),0.44734432171528216,pi3,0.6051754549251922,OCSVM,False,1
pi2,"SVR(C=100, epsilon=0.5)",0.9887855036039054,pi4,0.07087970021100998,MMD OCSVM Verify,False,1
pi4,"SVR(C=100, epsilon=1)",0.9617841958725651,pi2,0.06826049267119383,MMD OCSVM Verify,False,1
pi2,SVR(kernel='linear'),0.9851165467131854,pi4,0.0006125841614669225,MMD OCSVM Verify,False,1
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.9269483503596343,pi2,0.007287466010915455,MMD OCSVM Verify,False,1
pi2,LinearRegression(),0.9854901943746761,pi4,0.0035695388152910956,MMD OCSVM Verify,False,1
pi4,LinearRegression(),0.9295917990230327,pi2,0.00337282671561423,MMD OCSVM Verify,False,1
pi2,SVR(C=100),0.9894705613309401,pi4,0.06466098075980109,MMD,True,1
pi4,SVR(C=100),0.9616128908358619,pi2,0.08076652568250942,MMD,True,1
pi2,SVR(kernel='linear'),0.985447289046023,pi4,0.0018754290763892678,MMD,True,1
